word,tags,ipa,results
Liam,,l̠ʲiəmˠ,l̪iəmˠ
Ll,,"l̠ʲ, l̪ˠ",l̪l̪
Muileann gCearr,,"ənˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ, ən̪ˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ",mˠɪl̪ən̪ˠ%1 gcæɾˠɾˠ
Muirís,,ˈmˠɪɾʲiːʃ,mˠɪɾʲiʃ
Mumhain,,mˠuːnʲ,mˠɛmʲçən̪
Málta,,ˈmˠɑːl̪ˠt̪ˠə,mˠɑl̪t̪ə
Márta,,ˈmˠɑːɾˠt̪ˠə,mˠɑɾˠt̪ə
Mí,,mʲiː,mʲɪ
Niall,,n̠ʲiəl̪ˠ,n̪iəl̪l̪
Nn,,"n̠ʲ, n̪ˠ",n̪n̪
Nollaigí,,ˈn̪ˠɔl̪ˠəɟiː,n̪ɔl̪l̪iɟi
Odhrán,Connacht,ˈoːɾˠɑːnˠ,ɔd̪hɾˠən̪
Ostair,,ˈɔsˠt̪ˠəɾʲ,ɔstʲiɾʲ
Peadar,,ˈpʲad̪ˠəɾˠ,pʲɑd̪əɾˠ
Ph,,"fʲ, fˠ",p
Pholainn,Kerry; Connacht,ˈfˠɔlˠən̠ʲ,pˠhɔl̪ən̪n̪
Port an Dúnáin,Connacht,"pˠɔɾˠt̪ˠ ə ˈd̪ˠuːnˠɑːnʲ, pˠɔɾˠt̪ˠ ə ˈd̪ˠuːn̪ˠɑːnʲ",pˠəuɾˠt̪ ɑn̪ d̪ɔn̪ən̪
Ros Comáin,,ɾˠɔsˠ ˈkʊmˠɑːnʲ,ɾˠɔsˠ kɛmʲən̪
Ruadhán,Connacht,ˈɾˠuːɑːnˠ,ɾˠuad̪hən̪
Róimhe,,ˈɾˠõːvʲə,ɾʲɛmʲçi
Róis,,ɾˠoːʃ,ɾʲɛʃ
SEIF,,ʃɛfʲ,ʃɛfʲ
Sabóid,Connacht,ˈsˠabˠoːdʲ,sˠɑbʲidʲ
Saoirse,,ˈsˠiːɾˠʃə,ʃæiɾʲʃi
Sasana Nua,,ˌsˠasˠənˠə ˈn̪ˠuə,sˠɑsˠən̪ə n̪ua
Sasanach,Connacht,"ˈsˠasˠənˠəx, ˈsˠasˠən̪ˠəx",sˠɑsˠən̪əx%1
Sord,Connacht,sˠauɾˠd̪ˠ,sˠəuɾˠd̪
Stiofán,Connacht,"ˈʃtʲʊfˠɑːnˠ, ˈʃtʲʊfˠɑːn̪ˠ",sˠt̪ɪfˠən̪
T-léine,,t̪ˠiː ˈl̠ʲeːnʲə,tl̪ɛn̪ə
Thiarna,,ˈhiəɾˠn̪ˠə,tʲçiəɾˠn̪ə
Tír na nÓg,Munster; Connacht,ˌtʲiːɾˠ n̪ˠə ˈn̪ˠoːɡ,tʲəiɾʲ n̪ɑ n̪ʊg
Uasal,,ˈuəsˠəlˠ,uasˠəl̪
Vallúinis,,wal̪ˠuːnʲɪʃ,vɑl̪l̪ən̪iʃ
abairte,,ˈabˠəɾʲtʲə,ɑbʲiɾʲtʲi
abar,,ˈabˠəɾˠ,ɑbˠəɾˠ
abarthar,,ˈabˠəɾˠhəɾˠ,ɑbˠəɾˠt̪həɾˠ
abhaile,Connacht,əˈwalʲə,ɑbʲçəl̪ə
abhna,,ˈoːn̪ˠə,ɑbˠhn̪ə
abras,,ˈabˠɾˠəsˠ,ɑbˠɾˠəsˠ
adhairc,,"ˈəiəɾʲc, ˈəiɾʲc",ɑdʲçiɾʲk
agaibh,Cois-Fharraige; Connacht,ˈaːɡiː,ɑɟibʲ
againne,,ˈaɡən̠ʲə,ɑɟən̪n̪ə
aici,Connacht,"ˈɛciː, ˈɛcə",aici
aidhmeannas,,ˈəimʲən̪ˠəsˠ,aidʲhmʲən̪n̪əsˠ
ain-,,anʲ,ain
airc,,aɾʲc,ɑːɾʲk
aire,Connacht,"ˈaːɾʲə, ˈæːɾʲə, ˈɑːɾʲə",aiɾʲi
airgead,,"ˈaɾʲəɟəd̪ˠ, ˈæɾʲəɟəd̪ˠ, ˈɑɾʲəɟəd̪ˠ",aiɾʲɟəd̪
airnéis,,"ˈaːɾˠn̠ʲeʃ, ˈaːɾˠn̠ʲæʃ, ˈaːɾˠn̠ʲɛʃ, ˈʌɾˠn̠ʲæʃ",aiɾʲn̪iʃ
aischuir,,ˈaʃˌxɪrʲ,aiʃkhiɾʲ
aiseag,Ulster; Connacht,ˈæʃək,aiʃəg
aistriú,Connacht,ˈaʃtʲɾʲuː,aiʃtɾʲiə
aitheantas,,ˈahən̪ˠt̪ˠəsˠ,aitʲçən̪t̪əsˠ
aithin,,ˈahənʲ,aitʲçən̪
aithreacha,,ˈahɾʲəxə,aitʲhɾʲəkhə
alga,,ˈalˠ(ə)ɡə,ɑl̪gə
alpán,Connacht,"ˈalˠpˠɑːnˠ, ˈal̪ˠpˠɑːn̪ˠ",ɑl̪pˠən̪
am,,əmˠ,ɑːmˠ
amais,,ˈamˠəʃ,ɑmʲiʃ
amháin,Connacht,əˈwɑːnʲ,ɑmʲçən̪
an,,"ə.nˠ-, ə.n̠ʲ-, ə.n̪ˠ-, ə, ənˠ",ɑn̪
anagheairid,,ɑnɑˈjaɾʲədʲ,ɑn̪iɟçiɾʲidʲ
anois,Connacht,əˈnʲiʃ,ɑn̪iʃ
aníos,,əˈn̠ʲiːsˠ,ɑn̪əsˠ
aoir,,ˈiːɾʲ,ɑiɾʲ
aois,Ulster; Munster; Connacht,iːʃ,ɑiʃ
aontaím,Connacht,ˈiːn̪ˠt̪ˠiːmʲ,ɑəntʲimʲ
ar cuairt,,ɛɾʲˈkuəɾˠtʲ,ɑːɾˠ cuaiɾʲt̪
ar deighilt,Munster; Connacht,ɛɾʲˈdʲəilʲtʲ,ɑːɾˠ dʲɛɟçəl̪t̪
ar oscailt,,ɛɾʲ ˈɔsˠkɪlʲtʲ,ɑːɾˠ ɔscəl̪t̪
ar son,Connacht,ɛɾʲˈsˠʊnˠ,ɑːɾˠ sˠɔn̪
ar son,Munster; Connacht,ɛɾʲˈsˠɔnˠ,ɑːɾˠ sˠɔn̪
araon,Munster; Connacht,"əˈɾˠeːnˠ, əˈɾˠeːn̪ˠ",ɑɾˠəən̪
ardchlár,Connacht,ˈɑːɾˠd̪ˠˌxlˠɑːɾˠ,ɑɾˠd̪khl̪əɾˠ
armais,,ˈaɾˠ(ə)mˠəʃ,ɑrmʲiʃ
aréir,Munster; Connacht,əˈɾˠeːɾʲ,ɑɾʲiɾʲ
athar,,ˈahəɾˠ,ɑt̪həɾˠ
athraithe,,ˈahɾˠɪhə,ɑt̪hɾʲitʲçi
atuirseach,Connacht,ˈaˌt̪ˠʊɾˠʃəx,ɑt̪iɾʲʃəx%1
atáimid,Munster; Connacht,əˈt̪ˠɑːmʲədʲ,ɑtʲimʲidʲ
b'fhéidir,,ˈbʲeːdʲəɾʲ,bʲfʲçɛdʲiɾʲ
bacach,Cois-Fharraige; Connacht,ˈbˠaːkəx,bˠɑkəx%1
bagún,Connacht,ˈbˠaɡuːnˠ,bˠɑgən̪
bail,,bˠalʲ,bʲail̪
baineann,Connacht,"ˈbˠanʲən̪ˠ, ˈbˠænʲən̪ˠ",bʲain̪ən̪ˠ%1
bainim,Connacht,"ˈbˠanʲəmʲ, ˈbˠænʲəmʲ",bʲain̪imʲ
bainis,,ˈbanʲəʃ,bʲain̪iʃ
baint,Connacht,"bˠan̠ʲtʲ, bˠæn̠ʲtʲ",bʲain̪t̪
baist,,bˠaʃtʲ,bʲaiʃt̪
balsamach,Connacht,ˈbˠalˠsˠəmˠəx,bˠɑl̪sˠəmˠəx%1
banda,,ˈbˠan̪ˠd̪ˠə,bˠɑn̪d̪ə
baol,Ulster; Connacht,"bˠiːlˠ, bˠiːl̪ˠ",bˠɑəl̪
baoth,Ulster; Connacht,bˠiː,bˠɑət
barrchith,Connacht,ˈbˠɑːɾˠçɪ,bˠɑɾˠrcçitʲ
beachaire,,ˈbʲaxəɾʲə,bʲɑcçiɾʲi
beag,Munster; Connacht,bʲɞɡ,bʲɑg
bearr,Munster; Connacht,bʲɑːɾˠ,bʲɑːɾˠɾˠ
beidh,Connacht,"bʲai, bʲe",bʲɛdʲ
beimid,,ˈbʲɛmʲədʲ,bʲɛmʲidʲ
beir,,bʲɛɾʲ,bʲəiɾʲ
beireas,,ˈbʲɛɾʲəs̪ˠ,bʲɛɾʲəsˠ
beirim,Munster; Connacht,ˈbʲɛɾʲəmʲ,bʲɛɾʲimʲ
beár,,bʲaːɾˠ,bʲɑːɾˠ
bhF,,"vʲ, w",bˠhfˠ
bhairéad,Connacht,ˈwaɾʲeːd̪ˠ,bʲçaiɾʲəd̪
bhaist,Ulster; Connacht,waʃtʲ,bʲçaiʃt̪
bhalla,,,bˠhɑl̪l̪ə
bhearr,Munster; Connacht,vʲɑːɾˠ,bʲçæɾˠɾˠ
bheas,,vʲɛ(i)sˠ,bʲçɑsˠ
bheireann,,ˈvʲɛɾʲən̪ˠ,bʲçɛɾʲən̪ˠ%1
bheireas,,ˈvʲɛɾʲəs̪ˠ,bʲçɛɾʲəsˠ
bhfaca,Ulster; Connacht,ˈwakə,bˠhfˠɑkə
bhfearthainn,Ulster; Kerry; Cork; Connacht,ˈvʲaɾˠhən̠ʲ,bˠhfʲærtʲçən̪n̪
bhfeicinn,,,bˠhfʲɛcən̪n̪
bhfeictear,,ˈvʲɛctʲəɾˠ,bˠhfʲɛctʲəɾˠ
bhfiche,Ulster; Connacht,ˈvʲɪçə,bˠhfʲɪcçi
bhfir,,vʲɪɾʲ,bˠhfʲɪɾʲ
bhflatha,Ulster; Connacht,ˈwlˠahə,bˠhfˠl̪ɑt̪hə
bhfuair,Ulster; Connacht,"wuəɾʲ, wuɪ̯ɾʲ",bˠhfʲuaiɾʲ
bhfáinní,Connacht,ˈwɑːn̠ʲiː,bˠhfʲain̪n̪ə
bhfís,,vʲiːʃ,bˠhfʲɪʃ
bhlais,Connacht,"wlˠaʃ, wl̪ˠaʃ",bˠhl̪aiʃ
bhoid,Ulster; Connacht,wɪdʲ,bʲçɛdʲ
bhrata,,"ˈvˠɾˠat̪ˠə, ˈwɾˠat̪ˠə",bˠhɾˠɑt̪ə
bhreoiteacht,Munster; Connacht,ˈvʲɾʲoːtʲəxt̪ˠ,bˠhɾʲoːitʲəkht̪
bhuel,Ulster; Munster; Connacht,wɛlʲ,bʲçɔəl̪
bhánaigh,Connacht,"ˈwɑːnˠə, ˈwɑːn̪ˠə",bˠhʊn̪iː%1
bhánaigh,,"ˈwɑːnˠi, ˈwɑːn̪ˠi",bˠhʊn̪iː%1
bhí,,vʲiː,bʲçɪ
bhíobhair,,ˈvʲiːwəɾʲ,bˠhɪbʲçiɾʲ
bhíonns,,vʲiːn̪ˠsˠ,bˠhɪn̪n̪sˠ
bindealán,Connacht,ˈbʲin̠ʲdʲəlˠɑːnˠ,bʲɪndʲəl̪ən̪
biseach,Connacht,ˈbʲɪʃəx,bʲɪʃəx%1
bithiúnta,Connacht,ˈbʲɪhuːn̪ˠt̪ˠə,bʲɪtʲçiən̪t̪ə
blais,,bˠlˠaʃ,bˠl̪aiʃ
bleidhmhíol,,ˈbʲlʲɛjvʲiːl̪ˠ,bˠl̪ɛdʲhmˠhəl̪
blian,,"bʲlʲiənˠ, bʲlʲiən̪ˠ",bˠl̪iən̪
bligh,Ulster; Connacht,bʲlʲiː,bˠl̪ɪɟ
blite,,ˈbʲlʲɪtʲə,bˠl̪ɪtʲi
blitear,,ˈbʲlʲɪtʲəɾˠ,bˠl̪ɪtʲəɾˠ
bodach,Connacht,ˈbˠɔd̪ˠəx,bˠɔd̪əx%1
bogach,Connacht,ˈbˠɔɡəx,bˠʊgəx%1
bpáiste,Munster; Connacht,ˈbˠɑːʃtʲə,bpʲaiʃtʲi
branra,,ˈbˠɾˠan̪ˠɾˠə,bˠɾˠɑn̪ɾˠə
breacán,Connacht,"ˈbʲɾʲakɑːnˠ, ˈbʲɾʲakɑːn̪ˠ",bɾʲɑkən̪
breilsce,,ˈbʲɾʲɪl̠ʲʃcɪ,bɾʲɛl̪sci
briseann,,ˈbʲɾʲɪʃən̪ˠ,bɾʲɪʃən̪ˠ%1
broc,,bˠɾˠɔk,bˠɾˠʊk
broc-chú,,ˈbˠɾˠɔkˌxuː,bˠɾˠʊkkhə
broic,,bˠɾˠɪc,bɾʲɛc
bronntanas,Connacht,"ˈbˠɾˠuːn̪ˠt̪ˠənˠəsˠ, ˈbˠɾˠuːn̪ˠt̪ˠən̪ˠəsˠ",bˠɾˠɔn̪n̪t̪ən̪əsˠ
bruig,,bˠɾˠɪɟ,bˠɾˠɪɟ
bruth,,bˠɾˠʊ(h),bˠɾˠɔt
bráithre,,ˈbˠɾˠɑːɾʲə,bɾʲaitʲhɾʲi
bréag,Ulster; Connacht,bʲɾʲeːɡ,bɾʲɑg
bréagach,Connacht,ˈbʲɾʲeːɡəx,bɾʲɑgəx%1
bréige,,ˈbʲɾʲeːɟɪ,bɾʲɛɟi
brí,,bʲɾʲiː,bɾʲɪ
bród,,ˈbˠɾˠoːd̪ˠ,bˠɾˠɔd̪
bródúil,Connacht,ˈbˠɾˠoːd̪ˠuːlʲ,bˠɾˠɔd̪əl̪
bróg,Munster; Connacht,bˠɾˠoːɡ,bˠɾˠʊg
bróga,Connacht,ˈbˠɾˠoːɡiː,bˠɾˠʊgə
bróin,,bˠɾˠoːnʲ,bɾʲɔn̪
buail,,"bˠuəlʲ, bˠɔlʲ",bʲuaəl̪
buailte,,ˈbˠuəl̠ʲtʲə,bʲuaəltʲi
buaine,Munster; Connacht,ˈbˠuənʲə,bʲuaən̪ə
buartha,Munster; Connacht,ˈbˠuəɾˠhə,bˠuaɾˠt̪hə
buarán,,ˈbˠuəɾˠaːnˠ,bˠuaɾˠən̪
buicéad,Connacht,ˈbˠʊceːd̪ˠ,bˠɪcəd̪
buin,,bˠɪnʲ,bˠɪn̪
buinneach,Connacht,ˈbˠɪn̠ʲəx,bˠɪn̪n̪əx%1
bunaigh,,bˠʊnˠiː,bˠʊn̪iː%1
busanna,,ˈbˠʊsˠən̪ˠə,bˠɔsˠən̪n̪ə
buíochas,Ulster; Connacht,"ˈbˠiəxəsˠ, ˈbˠiːxəsˠ",bˠɔəkhəsˠ
buíonna,,ˈbˠiːn̪ˠə,bˠɔən̪n̪ə
bácáil,Connacht,ˈbˠɑːkɑːlʲ,bˠɑcəl̪
bánaigh,Connacht,"ˈbˠɑːnˠə, ˈbˠɑːn̪ˠə",bˠʊn̪iː%1
bím,Munster; Connacht,bʲiːmʲ,bʲiːmʲ
bímid,,bʲiːmʲədʲ,bʲɪmʲidʲ
bóithre,,"ˈbˠoːhɾʲə, ˈbˠoːɾʲhə, ˈbˠoːɾʲə",bʲɛtʲhɾʲi
bóín Dé,,ˈbˠoːiːnʲ ˈdʲeː,bʲɔn̪ dʲɛ
cailleach,Connacht,ˈkal̠ʲəx,cail̪l̪əx%1
caillim,Connacht,ˈkal̠ʲəmʲ,cail̪l̪imʲ
cailín,Connacht,ˈkalʲiːnʲ,cail̪ən̪
cailíní,Cois-Fharraige; Connacht,ˈkaːlʲiːnʲiː,cail̪ən̪ə
caimseog,,ˈkamʲʃoːɡ,cɪmʲʃoːg
cairéad,Connacht,ˈkaɾʲeːd̪ˠ,caiɾʲəd̪
caitheann,,ˈkahən̪ˠ,caitʲçən̪ˠ%1
caithfidh,Cois-Fharraige; Connacht,ka,caitʲhfʲidʲ
calrach,Munster; Connacht,ˈkal̪ˠɾˠəx,kɑl̪ɾˠəx%1
camall,,ˈkamˠəl̪ˠ,kɑmˠəl̪l̪
cana,,ˈkanˠə,kɑn̪ə
caogaidí,Connacht,ˈkiːɡədʲiː,kɑiɟidʲi
caor,,"kiːɾʲ, kɯːɾˠ",kɑəɾˠ
caora,Ulster; Munster; Connacht,ˈkiːɾˠə,kɑəɾˠə
carcair,,ˈkaɾˠkəɾʲ,kɑrciɾʲ
carraige,Munster; Connacht,"ˈkaɾˠəɟə, ˈkɑɾˠəɟə",kɑrɾʲiɟi
cart,,kɑɾˠt̪ˠ,kɑːɾˠt̪
casachtach,Connacht,ˈkɑsˠəxt̪ˠəx,kɑsˠəkht̪əx%1
casair,,ˈkasˠəɾʲ,kɑʃiɾʲ
cath,,"ka(h), kɑ(h), ˈkahə, ˈkæhə, ˈkɑhə",kɑt
cathach,,"kɑːx, ˈkahəx, ˈkɑhəx",kɑt̪həx%1
cathair,,"ˈkahəɾʲ, ˈkɑhəɾʲ",kɑtʲçiɾʲ
cathú,Cois-Fharraige; Connacht,ˈkaːuː,kɑt̪hə
cealla,,ˈcal̪ˠə,cɑl̪l̪ə
ceangal,Ulster; Connacht,"ˈcaŋ(ɡ)əlˠ, ˈcaŋ(ɡ)əl̪ˠ",cɑn̪gəl̪
ceap,,capˠ,cɑpˠ
cearta,,ˈcaɾˠt̪ˠə,cæɾˠt̪ə
ceilpe,,ˈcɛlʲpʲə,cɛlpʲi
ceird,Aran; Connacht,kaiɾʲdʲ,cəiɾʲd̪
ceirt,,cɛɾˠtʲ,cəiɾʲt̪
ceo,Munster; Connacht,coː,coː
ceol,,,coːl̪
ceolchoirm,,ˈcoːlˠˌxɞɾʲəmʲ,coːlcçiɾʲmˠ
ceolmhar,Connacht,ˈcoːl̪ˠwəɾˠ,coːl̪mˠhəɾˠ
ceártaí,Connacht,ˈcɑːɾˠt̪ˠiː,cærtʲi
chaith,Connacht,xa,cçaitʲ
chaoi,,xiː,cçæə
chapaill,,ˈxapˠəl̪ʲ,khɑpʲəl̪l̪
charaid,,"ˈxaɾˠədʲ, ˈxɑɾˠədʲ",khɑɾʲidʲ
charria,Ulster; Connacht,ˈxaɾˠiə,khɑrɾʲi
chath,,xah,khɑt
cheannach,Connacht,ˈçan̪ˠəx,cçɑn̪n̪əx%1
cheantar,,ˈçan̪ˠt̪ˠəɾˠ,cçɑn̪t̪əɾˠ
chic,,çɪc,cçɪc
chineál,Connacht,ˈçɪnˠɑːlˠ,cçɪn̪əl̪
chion,Connacht,çɪnˠ,khɪn̪
chip,,çɪpʲ,cçɪpʲ
chirce,,ˈçɪɾʲcə,cçɪɾʲci
chiúin,,çuːnʲ,cçɪən̪
chluais,,"xlˠuəʃ, xl̪ˠuəʃ",khl̪uaiʃ
choir,,xɛɾʲ,cçɛɾʲ
chol,,xɔlˠ,khɔl̪
chorp,,xɔɾˠpˠ,khɔɾˠpˠ
chrap,,xɾˠapˠ,khɾˠɑpˠ
chuarta,,xuəɾˠt̪ˠə,khuaɾˠt̪ə
chuireas,,ˈxɪɾʲəsˠ,khɪɾʲəsˠ
chum,,"xuːmˠ, xʊmˠ, xʊnˠ",khɔmˠ
churach,Connacht,"ˈxɔɾˠəx, ˈxʊɾˠəx",khɔɾˠəx%1
cháin,Munster; Connacht,xɑːnʲ,cçain̪
chí,,çiː,cçɪ
chítear,,ˈçiːtʲəɾˠ,cçɪtʲəɾˠ
chóisir,Munster; Connacht,ˈxoːʃəɾʲ,cçɛʃiɾʲ
chúl,,"xuːlˠ, xuːl̪ˠ",khɔl̪
chúns,,xuːn̪ˠsˠ,khɔn̪sˠ
cian,,ciənˠ,ciən̪
cip,,cɪpʲ,cɪpʲ
cipín,Ulster; Connacht,ˈcɪpʲiːnʲ,cɪpʲən̪
cis,,cɪʃ,cɪʃ
clabhchorda,,ˈklˠauˌxoːɾˠd̪ˠə,kl̪ɑbˠhkhəɾˠd̪ə
clais,Munster; Connacht,"klˠaʃ, kl̪ˠaʃ",kl̪aiʃ
cleas,,clʲasˠ,kl̪ɑsˠ
cleasaí,Connacht,ˈclʲasˠiː,kl̪ɑʃi
cliste,,ˈcʲlʲɪʃtʲə,kl̪ɪʃtʲi
clocha,Ulster; Connacht,ˈklˠɔxə,kl̪ʊkhə
cloigín,Connacht,ˈklˠoɡiːnʲ,kl̪ɛɟən̪
cloinne,,ˈklˠɪn̠ʲə,kl̪ɔn̪n̪ə
cluain,Connacht,klˠuənʲ,kl̪uaən̪
cluais,,"klˠuəʃ, kl̪ˠuəʃ",kl̪uaiʃ
clár,Munster; Connacht,"klˠɑːɾˠ, kl̪ˠɑːɾˠ",kl̪ɑɾˠ
clóis,,"klˠoːʃ, kl̪ˠoːʃ",kl̪ɛʃ
cnuimh,,knˠevʲ,knˠevʲ
cnuimhe,,ˈknˠevʲə,kɾˠɪmʲçi
cochall,,ˈkɔxəl̪ˠ,kʊkhəl̪l̪
codlaíonn,Connacht,ˈkol̪ˠiːn̪ˠ,kɔd̪l̪əən̪n̪
coise,,ˈkɔʃə,cɛʃi
coisreacaim,,ˈkʌʃtʲɾʲakəmʲ,cɛʃɾʲicimʲ
colainn,Ulster; Connacht,ˈkɔlˠən̠ʲ,kɔl̪ən̪n̪
colg,Connacht,"ˈkolˠək, ˈkolˠəɡ",kɔl̪əg
colgach,Connacht,ˈkolˠəɡəx,kɔl̪gəx%1
coláiste,Connacht,ˈk(ɔ)lˠɑːʃtʲə,kɔl̪iʃtʲi
comhair,Connacht,kuːɾʲ,kɛmʲçiɾʲ
comhartha,Galway; Connacht,ˈkuːɾˠə,kɔmˠhəɾˠt̪hə
comrádaí,Connacht,"kumˠˈɾˠɑːd̪ˠiː, ˈkomˠɾˠɑːd̪ˠə",kɔmˠɾˠidʲi
conamar,Connacht,ˈkʊnˠəmˠəɾˠ,kɔn̪əmˠəɾˠ
conas,,,kɔn̪əsˠ
cora,,ˈkɔɾˠə,kɔɾˠə
coraíocht,,ˈkɑɾˠiəxt̪ˠ,kɔɾˠəəkht̪
cosán,Connacht,ˈkɔsˠɑːnˠ,kɔsˠən̪
cosúil,Ulster; Connacht,ˈkɔsˠuːlʲ,kɔsˠəl̪
craic,,kɾˠac,kɾʲaic
criostal,,ˈkɾˠɪsˠt̪ˠəlˠ,kɾˠɪsˠt̪əl̪
critice,,ˈcɾʲɪtʲɪcɪ,kɾʲɪtʲici
crosán,Connacht,"ˈkɾˠɔsˠɑːnˠ, ˈkɾˠɔsˠɑːn̪ˠ",kɾˠɔsˠən̪
croí,,kɾˠiː,kɾʲɔ
cruit,,kɾˠɪtʲ,kɾˠɪtʲ
cruitíneach,Connacht,ˈkɾˠɪtʲiːnʲəx,kɾˠɪtʲən̪əx%1
cráin,Munster; Connacht,kɾˠɑːnʲ,kɾʲain̪
críoch,,cɾʲiːx,kɾˠɪk
cró,Munster; Connacht,kɾˠoː,kɾˠɔ
cuir,,kɪɾʲ,kəiɾʲ
cuir i gcás,,ˌkɪɾʲ ə ˈɡɑːsˠ,kəiɾʲ ɪ gkɑsˠ
cuirfidh,,ˈkɪɾʲhə,kɪɾʲfʲidʲ
cuirid,,ˈkɪɾʲədʲ,kɪɾʲidʲ
cuisle,Munster; Connacht,ˈkiʃlʲə,kɪʃl̪ə
cuisleán,Connacht,ˈkɪʃl̠ʲɑːnˠ,kɪʃl̪ən̪
cuisneach,Connacht,ˈkɪʃn̠ʲəx,kɪʃn̪əx%1
culaith,Connacht,ˈkulˠ(h)ə,kɔl̪itʲ
culaithe,,ˈkʊlˠɪhə,kɔl̪itʲçi
cumann,,ˈkʊmˠən̪ˠ,kɔmˠən̪ˠ%1
cumannachas,,ˈkʊmˠən̪ˠəxəs,kɔmˠən̪n̪əkhəsˠ
cunlach,,ˈkuːn̪ˠl̪ˠəx,kɔn̪l̪əx%1
curacha,Connacht,"ˈkɔɾˠəxə, ˈkʊɾˠəxə",kɔɾˠəkhə
cába,Munster; Connacht,ˈkɑːbˠə,kɑbˠə
