word,tags,ipa,results
aon duine,,"eːn̪ˠˈd̪ˠɪnʲə, eːˈn̪ˠɪnʲə, ˈeːn̠ʲə",aən̪ d̪ɪn̪ə
aosán,Connacht,"ˈiːsˠɑːnˠ, ˈiːsˠɑːn̪ˠ",aəsˠən̪
ar,,ɛɾʲ,ɑːɾˠ
ar bun,,ɛɾʲ ˈbˠʊnˠ,ɑːɾˠ bˠʊn̪
ar deighilt,Munster; Connacht,ɛɾʲˈdʲəilʲtʲ,ɑːɾˠ dʲɛɟçəl̪t̪
arc,,aɾˠk,ɑːrk
ardchlár,Connacht,ˈɑːɾˠd̪ˠˌxlˠɑːɾˠ,aɾˠd̪khl̪əɾˠ
arú amárach,,əɾˠuːˈmˠɑːɾˠəx,aɾˠə amˠəɾˠəx
asainne,,ˈasˠən̠ʲə,aʃən̪n̪ə
asamsa,,ˈasˠəmˠsˠə,asˠəmˠsˠə
aspal,,"ˈasˠpˠəlˠ, ˈasˠpˠəl̪ˠ, ˈɑsˠpˠəlˠ, ˈɑsˠpˠəl̪ˠ",asˠpˠəl̪
ata,,ˈat̪ˠə,at̪ə
athair,,"ˈahæɾʲ, ˈahəɾˠ, ˈæhæɾʲ, ˈɛhəɾˠ",atʲçiɾʲ
athar,,ˈahəɾˠ,at̪həɾˠ
atá,Munster; Connacht,əˈt̪ˠɑː,at̪ə
b',,"bʲ, bˠ",bʲ
b'éigean,,ˈbʲeːɟənˠ,bʲɛɟən̪
bachta,,ˈbˠaxt̪ˠə,bˠakht̪ə
bagairt,,ˈbˠaɡəɾˠtʲ,bˠaɟiɾʲt̪
bail,,bˠalʲ,bʲail̪
bailiúchán,Connacht,ˈbˠalʲuːxɑːnˠ,bʲail̪əəkhən̪
baineann,Connacht,"ˈbˠanʲən̪ˠ, ˈbˠænʲən̪ˠ",bʲain̪ən̪ˠ
bainne,Ulster; Connacht,ˈbˠæn̠ʲə,bˠain̪n̪ə
baint,Connacht,"bˠan̠ʲtʲ, bˠæn̠ʲtʲ",bʲain̪t̪
bairneach,Connacht,ˈbˠɑːɾˠn̠ʲəx,bʲaiɾʲn̪əx
baiste,,ˈbˠaʃtʲə,bʲaiʃtʲi
banna,,ˈbˠanˠə,bˠan̪n̪ə
baol,,"bˠeːlʲ, bˠiːlʲ, bˠɯːɣəlʲ, bˠɯːɣəlˠ, eː, iː, ɣ, ɯː",bˠaəl̪
barda,Munster; Connacht,ˈbˠɑːɾˠdˠə,bˠaɾˠd̪ə
basún,,bˠaˈsˠuːnˠ,bˠasˠən̪
beachaire,,ˈbʲaxəɾʲə,bʲɑcçiɾʲi
bead,,bʲɛd̪ˠ,bʲɑd̪
bearaigh,,ˈbʲɛɾˠi,bʲæɾʲiː
bearr,Munster; Connacht,bʲɑːɾˠ,bʲɑːɾˠɾˠ
beidh,Connacht,"bʲai, bʲe",bʲɛdʲ
beir bua agus beannacht,,bʲɛɾʲ bˠuə ɑɡəsˠ ˈbʲan̪ˠəxt̪ˠ,bʲəiɾʲ bˠua agəsˠ bʲɑn̪n̪əkht̪
beire,,ˈbʲɛɾʲə,bʲɛɾʲi
beithíoch,Connacht,ˈbʲɛhiəx,bʲɛt̪hək
beoracha,,ˈbʲoːɾˠəxə,bʲoːɾˠəkhə
beár,,bʲaːɾˠ,bʲɑːɾˠ
bhaint,,"ˈwan̠ʲtʲ, ˈwɪn̠ʲtʲ",bʲçain̪t̪
bhaist,Ulster; Connacht,waʃtʲ,bʲçaiʃt̪
bhatar,Ulster; Connacht,ˈwat̪ˠəɾˠ,bˠhat̪əɾˠ
bheireann,,ˈvʲɛɾʲən̪ˠ,bʲçɛɾʲən̪ˠ
bheirim,Munster; Connacht,ˈvʲɛɾʲəmʲ,bʲçɛɾʲimʲ
bhfear,,vʲaɾˠ,bˠhfʲæɾˠ
bhfearthainn,Ulster; Kerry; Cork; Connacht,ˈvʲaɾˠhən̠ʲ,bˠhfʲærtʲçiən̠ʲ
bhfeicfinn,,,bˠhfʲɛcfʲən̠ʲ
bhfeirm,,ˈvʲɛɾʲəmʲ,bˠhfʲɛɾʲmˠ
bhfiche,Ulster; Connacht,ˈvʲɪçə,bˠhfʲɪcçi
bhfuair,Ulster; Connacht,"wuəɾʲ, wuɪ̯ɾʲ",bˠhfʲuaiɾʲ
bhfuáil,,ˈwuːaːlʲ,bˠhfʲuaəl̪
bhia,,vʲiə,bʲçiə
bhligh,Ulster; Connacht,vʲlʲiː,bˠhl̪ɪɟ
bhróin,,"vˠɾˠoːnʲ, wɾˠoːnʲ",bˠhɾʲɔn̪
bhun,Connacht,wʊnˠ,bˠhʊn̪
bháis,Connacht,wɑːʃ,bʲçaiʃ
bháisteach,,ˈwaːʃtʲəx,bʲçaiʃtʲəx
bhánaigh,,"ˈwɑːnˠi, ˈwɑːn̪ˠi",bˠhan̪iː
bhíteá,,ˈvʲiːtʲaː,bʲçɪtʲi
bialann,,ˈbʲiəl̪ˠən̪ˠ,bʲiəl̪ən̪ˠ
biatach,Munster; Connacht,ˈbʲiət̪ˠəx,bʲiət̪əx
bigil,,ˈbʲɪɟɪlʲ,bʲɪɟəl̪
blais,,bˠlˠaʃ,bˠl̪aiʃ
bleidhmhíol,,ˈbʲlʲɛjvʲiːl̪ˠ,bˠl̪ɛdʲhmˠhəl̪
bliosán,Connacht,ˈbʲlʲɪsˠɑːnˠ,bˠl̪ɪsˠən̪
blitear,,ˈbʲlʲɪtʲəɾˠ,bˠl̪ɪtʲəɾˠ
bogach,Connacht,ˈbˠɔɡəx,bˠʊgəx
boid,,bˠɪdʲ,bʲɛdʲ
bonnán,Connacht,ˈbˠun̪ˠɑːnˠ,bˠʊn̪n̪ʊ̽n̪
boscaí,Connacht,ˈbˠɔsˠkiː,bˠʊsci
bothán,Connacht,ˈbˠɔhɑːnˠ,bˠʊt̪hʊ̽n̪
bothóg,Connacht,ˈbˠɔhoːɡ,bˠʊt̪hʊ̽g
bpéin,,bʲeːnʲ,bpʲɛn̪
brachán,Connacht,"ˈbˠɾˠaxɑːnˠ, ˈbˠɾˠaxɑːn̪ˠ",bˠɾˠakhən̪
braiteach,Connacht,ˈbˠɾˠatʲəx,bɾʲaitʲəx
branda,Ulster; Connacht,ˈbˠɾˠan̪ˠd̪ˠə,bˠɾˠan̪d̪ə
braon,Ulster; Connacht,bˠɾˠiːnˠ,bˠɾˠaən̪
breoim,Munster; Connacht,bʲɾʲoːmʲ,bɾʲoːimʲ
breoiteacht,Munster; Connacht,ˈbʲɾʲoːtʲəxt̪ˠ,bɾʲoːitʲəkht̪
bricfeasta,,ˈbʲɾʲɪcˌfʲasˠt̪ˠə,bɾʲɪcfʲəsˠt̪ə
broc,,bˠɾˠɔk,bˠɾˠʊk
bronnaim,Munster; Connacht,"ˈbˠɾˠɔn̪ˠəmʲ, ˈbˠɾˠʌn̪ˠəmʲ",bˠɾˠʊn̪n̪imʲ
bráthair,,ˈbˠɾˠɑːhəɾʲ,bˠɾˠatʲçiɾʲ
bréagán,Connacht,ˈbʲɾʲeːɡɑːnˠ,bɾʲɑgən̪
brí,,bʲɾʲiː,bɾʲɪ
bródúil,Connacht,ˈbˠɾˠoːd̪ˠuːlʲ,bˠɾˠʊd̪ʊ̽l̪
bróga,Connacht,ˈbˠɾˠoːɡiː,bˠɾˠʊgʊ̽
brúim,,bˠɾˠuːmʲ,bˠɾˠɪmʲ
buachalla,,ˈbˠuəxəl̪ˠə,bˠuakhəl̪l̪ə
buaf,,bˠuəfˠ,bˠuafˠ
buail an t-iarann te,,bˠuəlʲ ə tʲiəɾˠən̪ˠ tʲɛ,bʲuaəl̪ an̪ tiəɾˠən̪ˠ tʲɛ
buailte,,ˈbˠuəl̠ʲtʲə,bʲuaəltʲi
buaine,Munster; Connacht,ˈbˠuənʲə,bʲuaən̪ə
buataisí,,ˈbˠuət̪ˠəʃiː,bˠuatʲiʃi
buicéad,Connacht,ˈbˠʊceːd̪ˠ,bˠɪcəd̪
buile,,ˈbˠɪlʲə,bˠɪl̪ə
bun,Munster; Connacht,bˠun̪ˠ,bˠʊn̪
bunscoil,,ˈbˠʊnˠˌsˠkɛlʲ,bˠʊn̪scʊ̽l̪
bádóir,Connacht,ˈbˠɑːd̪ˠoːɾʲ,bˠadʲiɾʲ
báine,Munster; Connacht,ˈbˠɑːnʲə,bʲain̪ə
báisteach,Munster; Connacht,ˈbˠɑːʃtʲəx,bʲaiʃtʲəx
bál,Munster; Connacht,bˠɑːlˠ,bˠal̪
bánaigh,Connacht,"ˈbˠɑːnˠə, ˈbˠɑːn̪ˠə",bˠan̪iː
béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,bʲæɾˠl̪ə
bím,Munster; Connacht,bʲiːmʲ,bʲiːmʲ
bítear,,bʲiːtʲəɾˠ,bʲɪtʲəɾˠ
bóthar,,ˈbˠoːhəɾˠ,bˠʊt̪hʊ̽ɾˠ
bú,,bˠuː,bˠʊ
cailceanna,,ˈkalʲkʲənə,cailcən̪n̪ə
cainte,,ˈkan̠ʲtʲə,caintʲi
caintím,Connacht,ˈkanʲtʲiːmʲ,caintʲimʲ
cairde,,"ˈkaːɾˠdʲə, ˈkɑːɾˠdʲə",caiɾʲdʲi
cairn,Munster; Connacht,kɑːɾˠn̠ʲ,cɑːɾʲn̪
caithfidh,Mayo; Connacht,ˈkɑihə,caitʲhfʲidʲ
caithne,,ˈkahnʲə,caitʲhn̪ə
cana,,ˈkanˠə,kan̪ə
cantalach,Connacht,ˈkan̪ˠt̪ˠəlˠəx,kan̪t̪əl̪əx
canáil,Connacht,ˈkanˠɑːlʲ,kan̪əl̪
caoi,,kiː,cæə
caoile,,ˈkiːlʲə,cæəl̪ə
caoine,,ˈkiːnʲə,cæən̪ə
caol,Ulster; Connacht,"kiːlˠ, kiːl̪ˠ",kaəl̪
caolas,Ulster; Connacht,"ˈkiːlˠəsˠ, kʰɰiːlˠəsˠ",kaəl̪əsˠ
caomhnú,Connacht,ˈkˠiːnˠuː,kaəmˠhn̪ə
caorthann,Ulster; Connacht,ˈkiːɾˠhən̪ˠ,kaəɾˠt̪hən̪ˠ
caorán,Ulster; Connacht,ˈkiːɾˠanˠ,kaəɾˠən̪
carachtair,,ˈkaɾˠəxt̪ˠəɾʲ,kaɾˠəkhtʲiɾʲ
carraig,Munster; Connacht,"ˈkaɾˠɪɟ, ˈkɑɾˠɪɟ",karɾʲiɟ
carraigreacha,,ˈkaɾˠɪɟɾʲəxiː,karɾʲiɟɾʲəkhə
carraigín,Connacht,ˈkaɾˠɪɟiːnʲ,karɾʲiɟən̪
casacht,,"ˈkasˠəxt̪ˠ, ˈkɑsˠəxt̪ˠ",kasˠəkht̪
catha,,"ˈkahə, ˈkæhə, ˈkɑhə",kat̪hə
ceachta,,ˈcaxt̪ˠə,cɑkht̪ə
ceannann,,ˈcan̪ˠən̪ˠ,cɑn̪n̪ən̪ˠ
cearca,,ˈcaɾˠkə,cæɾˠkə
cearnóg,Connacht,ˈcɑːɾˠn̪ˠoːɡ,cæɾˠn̪əg
ceatha,,ˈcahə,cɑt̪hə
ceil,,cɛlʲ,cɛl̪
ceimic,,ˈcɛmʲɪc,cɛmʲic
ceird,Aran; Connacht,kaiɾʲdʲ,cəiɾʲd̪
ceird,Mayo; Connacht,ceɾˠdʲ ~ coɾˠdʲ,cəiɾʲd̪
ceithre,,ˈcɛɾʲə,cɛtʲhɾʲi
ceol,Munster; Connacht,coːl̪ˠ,coːl̪
ceárta,Connacht,ˈcɑːɾˠt̪ˠə,cæɾˠt̪ə
chais,,xaʃ,cçaiʃ
chantar,,ˈxan̪ˠt̪ˠəɾˠ,khan̪t̪əɾˠ
chaoi,,xiː,cçæə
charachtair,,ˈxaɾˠəxt̪ˠəɾʲ,khaɾˠəkhtʲiɾʲ
charad,,ˈxaɾˠəd̪ˠ,khaɾˠəd̪
cheantar,,ˈçan̪ˠt̪ˠəɾˠ,cçɑn̪t̪əɾˠ
chearnóg,Connacht,ˈçɑːɾˠn̪ˠoːɡ,cçæɾˠn̪əg
cheird,Mayo; Connacht,çeɾˠdʲ ~ çoɾˠdʲ,cçɛɾʲd̪
cheo,Munster; Connacht,çoː,cçoː
chiar,,çiəɾˠ,cçiəɾˠ
chiardhuibh,,ˈçiəɾˠɣɪvʲ,cçiəɾˠd̪hibʲ
chic,,çɪc,cçɪc
chiliméadar,Connacht,"ˈçɪlʲəmʲed̪ˠəɾˠ, ˈçɪlʲəmʲeːd̪ˠəɾˠ",cçɪl̪imʲidʲəɾˠ
chloisteáil,,ˈxlˠɔʃtʲɑːlʲ,khl̪ɛʃtʲəl̪
chlé,,çlʲeː,khl̪ɛ
choillte,Connacht,"ˈxəil̠ʲtʲə, ˈxɞl̠ʲtʲə",cçɛl̪ltʲi
chonaic,Cois-Fharraige; Connacht,ˈxaːnʲic ~ ˈhaːnʲic ~ ˈxinʲic ~ ˈxaːɲc,khʊn̪ic
chorp,,xɔɾˠpˠ,khʊɾˠpˠ
chros,,xɾˠɔsˠ,khɾˠʊsˠ
chrá,Munster; Connacht,xɾˠɑː,khɾˠa
chughamsa,,ˈxuːmˠsˠə,khʊghʊ̽mˠsˠʊ̽
chuir,,xɪɾʲ,khɪɾʲ
chuiris,,ˈxɪɾʲəʃ,khɪɾʲiʃ
cháin,Munster; Connacht,xɑːnʲ,cçain̪
chéanna,Ulster; noun; Connacht,ˈçeːn̪ˠə,cçɑn̪n̪ə
chéasta,Ulster; Connacht,ˈçeːsˠt̪ˠə,cçɑsˠt̪ə
chíonn,,çiːn̪ˠ,khɪn̪n̪
chóir,Munster; Connacht,xoːɾʲ,cçɛɾʲ
chósta,Munster; Connacht,ˈxoːsˠt̪ˠə,khʊsˠt̪ʊ̽
chúng,,"ˈxuːŋ, ˈxuːŋɡ",khʊng
ciach,,ciəx,ciəx
ciall,,ciəl̪ˠ,ciəl̪l̪
cigire,,ˈcɪɟɪɾʲə,cɪɟiɾʲi
cillín,Connacht,ˈcɪlʲiːnʲ,cɪl̪l̪ən̪
cineál,Connacht,ˈcɪnˠɑːlˠ,cɪn̪əl̪
ciotach,Connacht,ˈcɪt̪ˠəx,kɪt̪əx
citeal,,ˈcɪtʲəlˠ,cɪtʲəl̪
ciúnas,,ˈcuːnˠəsˠ,cɪən̪əsˠ
clabhta,,ˈklˠaut̪ˠə,kl̪abˠht̪ə
clabhtaí,,ˈklˠaut̪ˠiː,kl̪abˠhtʲi
clamhsán,Connacht,"ˈklˠausˠɑːnˠ, ˈkl̪ˠausˠɑːn̪ˠ",kl̪amˠhsˠən̪
claon,Connacht,klˠiːnˠ,kl̪aən̪
cliabhán,Connacht,"ˈclʲiəwɑːnˠ, ˈclʲiəwɑːn̪ˠ",kl̪iəbˠhən̪
cloch,Ulster; Connacht,"klˠox, klˠɔx",kl̪ʊk
clogaid,Munster; Connacht,ˈklˠɔɡədʲ,kl̪ɛɟidʲ
cluichí,Connacht,"ˈklˠifʲiː, ˈkl̪ˠifʲiː",kl̪ɪcçi
cláirseacha,Munster; Connacht,ˈklˠɑːɾˠʃəxə,kl̪aiɾʲʃəkhə
clé,,clʲeː,kl̪ɛ
clóiséad,Connacht,ˈklˠoːʃeːd̪ˠ,kl̪ɛʃəd̪
clúid,,"klˠuːdʲ, kl̪ˠuːdʲ",kl̪ɪdʲ
cneas,Ulster; Connacht,cɾʲasˠ,kɾʲ'asˠ
cneasta,Ulster; Connacht,ˈcɾʲasˠt̪ˠə,kɾʲ'asˠt̪ə
cnó,,,kɾˠʊ
cobra,,ˈkɔbˠɾˠə,kʊbˠɾˠʊ̽
codail,,"ˈkod̪ˠəl̪ˠ-, ˈkol̪ˠ-, ˈkɔl̪ˠ-, ˈkʌl̪ˠ-",kɛdʲəl̪
codlata,Munster; Connacht,ˈkɔl̪ˠət̪ˠə,kʊd̪l̪ʊ̽t̪ʊ̽
codlaíonn,Connacht,ˈkol̪ˠiːn̪ˠ,kʊd̪l̪ʊ̽ʊ̽n̪n̪
coguas,Connacht,ˈkɔɡuəsˠ,kʊgʊ̽sˠ
coill,Galway; Connacht,koil̠ʲ,cɔl̪l̪
coinneáil,Connacht,ˈkɪn̠ʲɑːlʲ,cɔn̪n̪əl̪
coitianta,Connacht,ˈkɪtʲiən̪ˠt̪ˠə,cɛtʲən̪t̪ə
comórtas,Connacht,ˈkɔmˠoːɾˠt̪ˠəsˠ,kʊmˠʊ̽ɾˠt̪ʊ̽sˠ
conamar,Connacht,ˈkʊnˠəmˠəɾˠ,kʊn̪ʊ̽mˠʊ̽ɾˠ
corcán,,ˈkɔɾˠkɑːn̪ˠ,kʊɾˠkʊ̽n̪
corpartha,,ˈkɔɾˠpˠəɾˠə,kʊɾˠpˠʊ̽ɾˠt̪hʊ̽
cosaint,Connacht,ˈkɔsˠən̠ʲtʲ,kɛʃən̪t̪
coscairt,Munster; Connacht,ˈkɔsˠkəɾˠtʲ,kʊsciɾʲt̪
cosán,Connacht,ˈkɔsˠɑːnˠ,kʊsˠʊ̽n̪
craiceann,Connacht,ˈkɾˠecən̪ˠ,kɾʲaicən̪ˠ
craicne,,ˈkɾˠæcnʲə,kɾʲaicn̪ə
creidim,Munster; Connacht,ˈcɾʲɛdʲəmʲ,kɾʲɛdʲimʲ
critice,,ˈcɾʲɪtʲɪcɪ,kɾʲɪtʲici
croch,Munster; Connacht,kɾˠɔx,kɾˠʊk
croisín,Connacht,ˈkɾˠɔʃiːnʲ,kɾʲɛʃən̪
crosta,,ˈkrˠɔs̪ˠt̪ˠə,kɾˠʊsˠt̪ʊ̽
crosóg,Connacht,ˈkɾˠɔsˠoːɡ,kɾˠʊsˠʊ̽g
croíúil,Connacht,ˈkɾˠiːuːlʲ,kɾʲɔəl̪
crua-ae,,"ˈkɾˠuajə, ˈkɾˠuəiju, ˈkɾˠuəɡi",kɾˠuaeː
cruinneál,,ˈkɾˠɪn̠ʲɑːl̪ˠ,kɾˠɪn̪n̪əl̪
cruit,,kɾˠɪtʲ,kɾˠɪtʲ
críochnaigh,Connacht,"ˈcɾʲiəxn̪ˠiː, ˈcɾʲiəxn̪ˠə",kɾˠɪkhn̪iː
crógach,Munster; Connacht,ˈkɾˠoːɡəx,kɾˠʊgəx
crómasómach,Connacht,ˈkɾˠoːmˠəsˠoːmˠəx,kɾˠʊmˠʊ̽sˠʊ̽mˠəx
cuimhnigh,Mayo; Connacht,ˈkivʲnʲiː,kɪmʲhn̪iɟ
cuirfidh,,ˈkɪɾʲhə,kɪɾʲfʲidʲ
cuisleán,Connacht,ˈkɪʃl̠ʲɑːnˠ,kɪʃl̪ən̪
cuntas,Connacht,ˈkʊn̪ˠt̪ˠəsˠ,kʊn̪t̪ʊ̽sˠ
cupán,Connacht,"ˈkʊpˠɑːnˠ, ˈkʊpˠɑːn̪ˠ",kʊpˠʊ̽n̪
cá huair,,kɑːˈhuəɾʲ,ka çuaiɾʲ
cá háit,,kɑːˈhɑːtʲ,ka çaitʲ
cár,,,kɑːɾˠ
cárb,,kaːɾˠbˠ,kaɾˠəbˠ
céad,Ulster; Connacht,ceːd̪ˠ,cɑd̪
céadfach,Connacht,ˈceːd̪ˠfˠəx,cɑd̪fˠəx
céard,,ceːɾˠd̪ˠ,cɑːɾˠd̪
céas,Ulster; Connacht,ceːsˠ,cɑsˠ
céibhe,,ˈceːvʲə,cɛbʲçi
céide,,ˈceːdʲə,cɛdʲi
céille,,ˈceːl̠ʲə,cɛl̪l̪ə
céilí,,ˈceːlʲiː,cɛl̪ə
cér,,ceːɾˠ,cəiɾʲ
cérbh,,ceːɾˠvˠ,cɛɾʲb
cíocras,,ˈciːkɾˠəsˠ,kɪkɾˠəsˠ
cóiste,Munster; Connacht,ˈkoːʃtʲə,cɛʃtʲi
cóta fearthainne,,ˈkoːt̪ˠə ˈfʲaɾˠhənʲə,kʊt̪ʊ̽ fʲærtʲçən̪n̪ə
cúigear,,ˈkuːɟəɾˠ,kɪɟəɾˠ
cúigiú,Connacht,ˈkuːɟuː,kɪɟiə
cúthalta,,ˈkuːhəl̪ˠt̪ˠə,kʊt̪hʊ̽l̪t̪ʊ̽
d'fheicinn,Ulster; Connacht,ˈdʲɛcɪn̠ʲ,dʲfʲçɛcən̠ʲ
d'fhágadar,Connacht,ˈd̪ˠɑːɡəd̪ˠəɾˠ,dʲfˠhagidʲəɾˠ
d'fháisc,,d̪ˠɑːʃc,dʲfʲçaiʃk
d'áitigh,Connacht,"ˈd̪ˠɑːtʲiː, ˈd̪ˠɑːtʲə",dʲaitʲiɟ
dabht,,d̪ˠəut̪ˠ,d̪abˠht̪
daibhreas,,ˈd̪ˠɛvʲɾʲəsˠ,dʲaibʲhɾʲəsˠ
damáiste,Connacht,ˈd̪ˠamˠɑːʃtʲə,d̪amʲiʃtʲi
danartha,,"ˈd̪ˠanˠəɾˠə, ˈd̪ˠan̪ˠəɾˠə",d̪an̪əɾˠt̪hə
