word,tags,ipa,results
dhesean,,ˈjɛʃənˠ,dʲçɛʃən̪
dheá-,Connacht,jɑː,dʲçæ
dhiaidh,Connacht,jiə,dʲçɪiː%1
dhiúca,,ˈjuːkə,dʲçɪəkə
dhiúil,,juːlʲ,dʲçɪəl̪
dhol,,ɣɔlˠ,d̪hɔl̪
dhá,Munster; Connacht,"(ɣ)ɑː, ɣɑː",d̪hɑ
dháréag,,ɣɑːˈɾˠeːɡ,d̪hɑɾʲəg
dhíolamar,,"ˈjiːlˠəmˠəɾˠ, ˈjiːl̪ˠəmˠəɾˠ",d̪hɪl̪əmˠəɾˠ
dhó,Munster; Connacht,ɣoː,d̪hɔ
dhún,,ɣuːnˠ,d̪hɔn̪
di,,dʲɪ,dʲɪ
diaidh,Connacht,dʲiə,dʲɪiː%1
dialann,,ˈdʲiəlˠən̪ˠ,dʲiəl̪ən̪ˠ%1
diomaite,Munster; Connacht,ˈdʲɪmˠɪtʲə,d̪ɪmʲitʲi
diúracas,,ˈdʲuːɾˠəkəsˠ,dʲɪəɾˠəkəsˠ
dligh,Ulster; Connacht,dʲlʲiː,d̪l̪ɪɟ
dlíthiúil,Connacht,ˈdʲlʲiːhuːlʲ,d̪l̪ɪtʲçiəl̪
dollar,,ˈd̪ˠɔl̪ˠəɾˠ,d̪ɔl̪l̪əɾˠ
domlas,Connacht,ˈd̪ˠumˠlˠəsˠ,d̪ɔmˠl̪əsˠ
dorn,Connacht,d̪ˠoːɾˠn̪ˠ,d̪əuɾˠn̪
dorú,Connacht,"d̪ˠɾˠuː, ˈd̪ˠaɾˠuː",d̪ɔɾˠə
draoi,,d̪ˠɾˠiː,dɾʲæə
draíochta,,ˈd̪ˠɾˠiəxt̪ˠə,d̪ɾˠɑəkht̪ə
dril,,dʲɾʲɪlʲ,dɾʲɪl̪
driseach,Connacht,ˈdʲɾʲɪʃəx,dɾʲɪʃəx%1
drochaoibh,,ˈd̪ˠɾˠɔxiːvʲ,d̪ɾˠɛcçiibʲ
drochmhúinte,,d̪ˠɾˠɔxˈ(w)uːn̠ʲtʲə,d̪ɾˠʊkhmˠhəntʲi
dromán,Connacht,"ˈd̪ˠɾʊmˠɑːnˠ, ˈd̪ˠɾʊmˠɑːn̪ˠ",d̪ɾˠɔmˠən̪
dréacht,,dʲɾʲeːxt̪ˠ,dɾʲɑkht̪
drúis,,d̪ˠɾˠuːʃ,d̪ɾˠɪʃ
dtae,,d̪ˠeː,dtʲeː
dteach,,dʲax,dtʲəx%1
dtiarna,,ˈdʲiəɾˠn̪ˠə,dtʲiəɾˠn̪ə
dtorann,Munster; Connacht,ˈd̪ˠɔɾˠən̪ˠ,d̪t̪ɔɾˠən̪ˠ%1
dtír,,dʲiːɾʲ,dtʲɪɾʲ
dtóireacha,Munster; Connacht,ˈd̪ˠoːɾʲəxə,dtʲɛɾʲəkhə
dubhach,Connacht,ˈd̪ˠʊwəx,d̪ɔbˠhəx%1
duán,Connacht,"ˈd̪ˠuːɑːnˠ, ˈd̪ˠuːɑːn̪ˠ",d̪uan̪
déad,,dʲeːd̪ˠ,dʲɑd̪
déag,,dʲeːɡ,dʲɑg
déan,,"dʲa(ː)nˠ, dʲeːnˠ",dʲɑn̪
déarfad,,ˈdʲeːɾˠ(h)əd̪ˠ,dʲæɾˠfˠəd̪
déarfainn,,ˈdʲeːɾˠ(h)ən̠ʲ,dʲærfʲən̪n̪
díbhse,,ˈdʲiːvʲʃə,dʲɪbʲhʃi
díol,,dʲiːlˠ,d̪ɪl̪
díomsa,,ˈdʲiːmˠsˠə,d̪ɪmˠsˠə
díonach,Connacht,ˈdʲiːnˠəx,d̪ɪn̪əx%1
díosal,,ˈdʲiːsˠəlˠ,d̪ɪsˠəl̪
díotsa,,ˈdʲiːt̪ˠsˠə,d̪ɪt̪sˠə
dísle,,ˈdʲiːʃl̠ʲə,dʲɪʃl̪ə
dóchas,Connacht,ˈd̪ˠoːxəsˠ,d̪ʊkhəsˠ
dúigh,Ulster; Connacht,d̪ˠuːj,d̪ɪɟ
dúil,,d̪ˠuːlʲ,d̪ɪl̪
dúlra,,ˈd̪ˠuːlˠɾˠə,d̪ɔl̪ɾˠə
dúracht,Munster; Connacht,ˈd̪ˠuːɾˠəxt̪ˠ,d̪ɔɾˠəkht̪
dúradar,,ˈd̪ˠuːɾˠəd̪ˠəɾˠ,d̪ɔɾˠəd̪əɾˠ
eachtra,Ulster; Connacht,ˈaxt̪ˠɾˠə,ɑkht̪ɾˠə
eallach,Connacht,ˈal̪ˠəx,ɑl̪l̪əx%1
earra,,"ˈaɾˠə, ˈfˠʌɾˠuː",ɑɾˠɾˠə
easóg,Cois-Fharraige; Connacht,ˈaːsˠoːɡ,ɑsˠəg
eif,,ɛfʲ,ɛfʲ
eisean,,ˈɛʃənˠ,ɛʃən̪
eite,,ˈɛtʲə,ɛtʲi
eitil,,ˈɛtʲɪlʲ,ɛtʲəl̪
eitiú,,ˈɛtʲuː,ɛtʲiə
eitpheil,,ˈɛtʲfʲɛlʲ,ɛtʲpʲçəl̪
eitre,,ˈɛtʲəɾʲə,ɛtʲɾʲi
eo,Munster; Connacht,oː,oː
eofón,,ˈoːfˠoːnˠ,oːfˠən̪
eolach,Connacht,ˈoːlˠəx,oːl̪əx%1
eorna,Munster; Connacht,ˈoːɾˠn̪ˠə,oːɾˠn̪ə
fabhtach,Munster; Connacht,ˈfˠaut̪ˠəx,fˠɑbˠht̪əx%1
faca,,ˈfˠakə,fˠɑkə
facas,,ˈfˠakəsˠ,fˠɑkəsˠ
faighteá,,ˈfˠɑtʲɑː,fʲaiɟhtʲi
faisean,,"ˈfˠaʃənˠ, ˈfˠaʃən̪ˠ",fʲaiʃən̪
faithne,,ˈfˠæhnʲə,fʲaitʲhn̪ə
faocha,Ulster; Connacht,ˈfˠiːxə,fˠɑəkhə
faoi deara,,fˠiːˈdʲaɾˠə,fʲæə dʲæɾˠə
faoinarbh,,ˈfˠiːnˠəɾˠvˠ,fʲæən̪əɾˠb
faoistin,,ˈfˠiːʃtʲənʲ,fʲæiʃtʲən̪
fathach,Connacht,"ˈfˠahəx, ˈfˠaːx",fˠɑt̪həx%1
feaca,,ˈfʲakə,fʲɑkə
feacht,,fʲaxt̪ˠ,fʲɑkht̪
feamainn,,"ˈfʲamˠən̠ʲ, ˈfʲæmˠən̠ʲ, ˈfʲæːmˠɪn̠ʲ",fʲɑmʲən̪n̪
feann,,,fʲən̪ˠ%1
fearr,Munster; Connacht,fʲɑːɾˠ,fʲɑːɾˠɾˠ
feicim,Munster; Connacht,ˈfʲɛcəmʲ,fʲɛcimʲ
feidhmeannas,,ˈfʲəimʲən̪ˠəsˠ,fʲɛdʲhmʲən̪n̪əsˠ
feighil,,fʲəilʲ,fʲɛɟçəl̪
feola,Munster; Connacht,ˈfʲoːl̪ˠə,fʲoːl̪ə
fheictear,,ˈɛctʲəɾˠ,fʲçɛctʲəɾˠ
fheoil,Munster; Connacht,oːlʲ,fʲçoːəl̪
fhianaise,Connacht,"ˈiːnˠɪʃə, ˈiːn̪ˠɪʃə",fʲçiən̪iʃi
fhichead,Ulster; Connacht,ˈɪçəd̪ˠ,fʲçɪcçəd̪
fhiáin,Connacht,ˈiːɑːnʲ,fʲçiəən̪
fhlatha,,ˈlˠahə,fˠhl̪ɑt̪hə
fhocal,Connacht,ˈɔkəlˠ,fˠhʊkəl̪
fhuaire,,ˈuəɾʲə,fʲçuaiɾʲi
fháilteoir,,,fʲçailtʲoːiɾʲ
fhéin,,heːnʲ,fʲçɛn̪
fiacail,,ˈfʲiəkəlʲ,fʲiəcəl̪
fiair,,fʲiəɾʲ,fʲiəiɾʲ
fiastalach,,ˈfʲiəsˠt̪ˠələx,fʲiəsˠt̪əl̪əx%1
fill,,,fʲɪl̪l̪
fiántas,Connacht,ˈfʲi.ɑːn̪ˠt̪ˠəsˠ,fʲiən̪t̪əsˠ
fleasc,,fʲlʲasˠk,fˠl̪ɑsk
foirmle,,ˈfˠɛɾʲəmʲlʲə,fʲɛɾʲmˠl̪ə
folmha,,ˈfˠɔl̪ˠəwə,fˠɔl̪mˠhə
freagair,,ˈfʲɾʲaɡəɾʲ,fɾʲɑɟiɾʲ
freastalaíonn,,ˈfʲɾʲasˠt̪ˠəlˠiːn̪ˠ,fɾʲɑsˠt̪əl̪əən̪n̪
frithir,,ˈfʲɾʲɪhəɾʲ,fɾʲɪtʲçiɾʲ
fréimhe,,ˈfʲɾʲeːvʲə,fɾʲɛmʲçi
fuaigh,Connacht,fˠu(ə),fʲuiː%1
fuaimnigh,Connacht,"ˈfˠuəmʲnʲiː, ˈfˠuəmʲnʲə",fʲuaimʲn̪iɟ
fuinneoga,Connacht,ˈfˠɪn̠ʲoːɡə,fˠɪn̪n̪oːgə
fuip,,fˠɪpʲ,fˠɪpʲ
fágann,Munster; Connacht,ˈfˠɑːɡən̪ˠ,fˠɑgən̪ˠ%1
fágfar,,ˈfˠɑːkfˠəɾˠ,fˠɑgfˠəɾˠ
fágála,Connacht,ˈfˠɑːɡɑːlˠə,fˠɑgəl̪ə
féadann,Ulster; Connacht,ˈfʲeːd̪ˠən̪ˠ,fʲɑd̪ən̪ˠ%1
fíniúin,Connacht,ˈfʲiːnʲuːnʲ,fʲɪn̪əən̪
fíon,,"fʲiːnˠ, fʲiːn̪ˠ",fˠɪn̪
fíon geal,,ˌfʲiːnˠ ˈɟalˠ,fˠɪn̪ ɟɑl̪
fíor-,,fʲiːɾˠ,fˠɪr
fís,,fʲiːʃ,fʲɪʃ
fód,Munster; Connacht,fˠoːd̪ˠ,fˠɔd̪
fógair,Munster; Connacht,ˈfˠoːɡəɾʲ,fˠɛɟiɾʲ
fógra,Munster; Connacht,ˈfˠoːɡɾˠə,fˠʊgɾˠə
fón,,fˠoːnˠ,fˠɔn̪
fútsa,,ˈfˠuːt̪ˠsˠə,fˠɔt̪sˠə
gabhar,Connacht,ˈɡɑuəɾˠ,gɑbˠhəɾˠ
gach uile,Aran; uncommon; Connacht,ˈxɯlʲə(corresponding to the form,gəx%1 ɪl̪ə
gairge,,ˈɡaɾʲɪɟə,ɟaiɾʲɟi
gairmeach,,ɡaɾʲˌmʲəx,ɟaiɾʲmʲəx%1
gaisce,,ˈɡaʃcɪ,ɟaiʃci
gaiste,,ˈɡaʃtʲə,ɟaiʃtʲi
galúin,Connacht,ˈɡalˠuːnʲ,gɑl̪ən̪
galún,Connacht,ˈɡalˠuːnˠ,gɑl̪ən̪
garr,Munster; Connacht,ɡɑːɾˠ,gɑːɾˠɾˠ
gcailín,Connacht,ˈɡalʲiːnʲ,gcail̪ən̪
gcapall,,ˈɡapˠəl̪ˠ,gkɑpˠəl̪l̪
gcead,,ɟad̪ˠ,gcɑd̪
gcealla,,ˈɟal̪ˠə,gcɑl̪l̪ə
gceist,,ɟɛʃtʲ,gcɛʃt̪
gciliméadar,Connacht,"ˈɟɪlʲəmʲed̪ˠəɾˠ, ˈɟɪlʲəmʲeːd̪ˠəɾˠ",gcɪl̪imʲəd̪əɾˠ
gcoillte,Connacht,"ˈɡəil̠ʲtʲə, ˈɡɞl̠ʲtʲə",gcɛl̪ltʲi
gcéadta,,ˈɟeːt̪ˠə,gcɑd̪t̪ə
gcéibh,,ˈɟeːvʲ,gcɛbʲ
gean,,"ɟanˠ, ɟan̪ˠ",ɟɑn̪
geir,,ɟɛɾʲ,ɟəiɾʲ
geire,,ˈɟɛɾʲə,ɟɛɾʲi
geocán,Connacht,ˈɟoːkɑːnˠ,ɟoːkən̪
gh,,"j, ɟ, ɣ",g
gha,,ɣa(h),ghɑ
ghaiscígh,Connacht,ˈɣaʃciː,ɟçaiʃciɟ
ghaiscíocha,Connacht,ˈɣaʃciːxə,ɟçaiʃkəkhə
ghine,,ˈjɪnʲə,ɟçɪn̪ə
ghlic,,"jlʲɪc, ʝlʲɪc",ghl̪ɪc
ghnó,Connacht,"ɣɾˠoː, ɣɾˠuː",ghn̪ɔ
ghread,,jɾʲad̪ˠ,ghɾʲɑd̪
ghrian,Ulster; Munster; Connacht,"jɾʲiən̪ˠ, ʝɾʲiən̪ˠ",ghɾʲiən̪
ghrá,,,ghɾˠɑ
ghráin,Munster; Connacht,ɣɾˠɑːnʲ,ghɾʲain̪
gháire,Munster; Connacht,ˈɣɑːɾʲə,ɟçaiɾʲi
gibe,Munster; Connacht,ˈɟɪbʲə,ɟɪbʲi
ginte,,ɟɪnʲtʲə,ɟɪntʲi
giotár,Munster; Connacht,ɟɪˈt̪ˠɑːɾˠ,gɪt̪əɾˠ
giúis,Munster; Connacht,ɟuːʃ,ɟɪiʃ
glasóg,Connacht,"ˈɡlˠasˠoːɡ, ˈɡl̪ˠasˠoːɡ",gl̪ɑsˠəg
gleanna,Connacht,ˈɟlʲaːn̪ˠə,gl̪ɑn̪n̪ə
gleannta,Connacht,ˈɟlʲaːn̪ˠt̪ˠə,gl̪ɑn̪n̪t̪ə
glinne,,ˈɟlʲin̠ʲə,gl̪ɪn̪n̪ə
gloine,,"ˈɡlˠɪnʲə, ˈɡl̪ˠɪnʲə",gl̪ɔn̪ə
gluaisrothar,,ɡlˠuəʃˈɾˠɔhəɾˠ,gl̪uaiʃɾˠət̪həɾˠ
gléasann,,ˈɟlʲeːsən̪ˠ,gl̪ɑsˠən̪ˠ%1
gléasra,Ulster; Connacht,ˈɟlʲeːsˠɾˠə,gl̪ɑsˠɾˠə
glór,Munster; Connacht,ɡl̪ˠoːɾˠ,gl̪ɔɾˠ
glúin óg,Munster; Connacht,ə ˌɣlˠuːnʲ ˈoːɡ,gl̪ɪn̪ ɔg
glún,Ulster; Munster; Connacht,ɡl̪ˠuːn̪ˠ,gl̪ɔn̪
glún,Ulster; Connacht,ɡlˠuːnˠ,gl̪ɔn̪
gnáth,,,gɾˠɑt
go,,"ɡɔ, ɡə",gɔ
gob,Munster; Connacht,ɡɔbˠ,gɔbˠ
goid,Connacht,ɡɞdʲ,ɟɛdʲ
goidte,Connacht,ˈɡɞtʲə,ɟɛdʲtʲi
goilte,,ˈɡɛlʲtʲə,ɟɛltʲi
goirín,Ulster; Connacht,ˈɡɪɾʲiːnʲ,ɟɛɾʲən̪
gorm,Connacht,ˈɡɞɾˠəmˠ,gɔɾˠəmˠ
graeipe,,ˈɡɾˠeːpʲə,gɾʲeːipʲi
gruag,,ɡɾˠuəɡ,gɾˠuag
gráiniúil,Connacht,ˈɡɾˠɑːnʲuːlʲ,gɾʲain̪əəl̪
gráinne,Ulster; Connacht,ˈɡɾˠɑːn̠ʲə,gɾʲain̪n̪ə
grán buí,Munster; Connacht,ˈɡɾˠɑːnˠ bˠiː,gɾˠɑn̪ bˠɪ
gréin,,ɟɾʲeːnʲ,gɾʲɛn̪
gríosach,Munster; Connacht,ˈɟɾʲiːsˠəx,gɾˠɪsˠəx%1
grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,gɾˠɔd̪l̪ən̪ˠ%1
guidid,,ˈɡɪdʲədʲ,gɪdʲidʲ
gáire,Munster; Connacht,ˈɡɑːɾʲə,ɟaiɾʲi
géagláidir,,ˈɟeːɡˌl̪ˠɑːdʲɪɾʲ,ɟɑgl̪idʲiɾʲ
gí,,ɟiː,ɟɪ
gíotáil,Connacht,ˈɟiːt̪ˠɑːlʲ,gɪtʲəl̪
h,,h,
haca,,ˈhakə,hɑkə
hadharca,,ˈhəi(ə)ɾˠkə,hɑd̪həɾˠkə
haicme,,ˈhacmʲə,çaicmʲi
hais,,haʃ,çaiʃ
hathruithe,,ˈhahɾˠɪhə,hɑt̪hɾˠitʲçi
holc,Munster; Connacht,hɔlˠk,hɔl̪ək
huile,,ˈhɪlʲə,hɪl̪ə
héag,Ulster; Connacht,heːɡ,çɑg
héileacaptar,,ˈheː.l̪ʲəˌkapˠ.t̪ˠəɾˠ,çɛl̪əkəpˠt̪əɾˠ
i,,"ə, ɪ",ɪ
i bhfad ó shin,Ulster; Connacht,əˌwad̪ˠ oːˈhɪnʲ,ɪ bˠhfˠɑd̪ ɔ ʃçɪn̪
i dtreo,Munster; Connacht,əˈdʲɾʲoː,ɪ d̪tɾʲoː
i dtrátha,Munster; Connacht,əˈd̪ˠɾˠɑːhə,ɪ d̪t̪ɾˠɑt̪hə
i ndiaidh,Connacht,"əˈn̠ʲeːj, əˈn̠ʲiə",ɪ ndʲɪiː%1
i ngar,,əˈŋaɾˠ,ɪ n̪gɑɾˠ
iadsan,,ˈiəd̪ˠsˠənˠ,iəd̪sˠən̪
iaguair,,ˈiəɡuəɾʲ,iəɟiiɾʲ
iall,,iəl̪ˠ,iəl̪l̪
iarann,,ˈiəɾˠən̪ˠ,iəɾˠən̪ˠ%1
iarla,,ˈiəɾˠl̪ˠə,iəɾˠl̪ə
iarthar,,ˈiəɾˠhəɾˠ,iəɾˠt̪həɾˠ
iascach,Munster; Connacht,ˈiəsˠkəx,iəsˠkəx%1
idirghuí,Connacht,ˈɪdʲərʲˌɣiː,ɪdʲiɾʲghə
ifreann,,ˈɪfʲɾʲən̪ˠ,ɪfʲɾʲən̪ˠ%1
imeanna,,ˈɪmʲən̪ˠə,ɪmʲən̪n̪ə
imreoir,,ˈɪmʲɾʲoːɾʲ,ɪmʲɾʲoːiɾʲ
inis,Ulster; Connacht,ˈɪn̠ʲɪʃ,ɪn̪iʃ
inné,Ulster; Connacht,"əˈn̠ʲeː, ɪˈn̠ʲeː",ɪn̪n̪ə
inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ɪnʃoːidʲ
iníona,Connacht,ˈinʲiːnˠiː,ɪn̪ən̪ə
iolar,Connacht,ˈɪlˠəɾˠ,ɪl̪əɾˠ
iomaire,Munster; Connacht,ˈʊmˠəɾʲə,ɪmʲiɾʲi
iompair,,ˈʊmˠpˠəɾʲ,ɪmpʲiɾʲ
iomrall,,ˈʊmˠəɾˠəl̪ˠ,ɪmˠɾˠəl̪l̪
iontas,Ulster; Connacht,ˈiːn̪ˠt̪ˠəsˠ,ɪn̪t̪əsˠ
ite,,ˈitʲə,ɪtʲi
ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ɪtʲçiɾʲ
labhair,Munster; Connacht,"l̪ˠauɾʲ, l̪ˠəuɾʲ",l̪ɑbʲçiɾʲ
laethanta,,ˈl̪ˠeːhən̪ˠt̪ˠə,l̪eːt̪hən̪t̪ə
laistiar,,l̪ˠaʃˈtʲiəɾˠ,l̪aiʃtʲəɾˠ
las,,l̪ˠasˠ,l̪ɑsˠ
lastar,,ˈl̪ˠasˠt̪ˠəɾˠ,l̪ɑsˠt̪əɾˠ
leafaos,Connacht,ˈl̠ʲaˌfˠiːsˠ,l̪ɑfˠəəsˠ
leamh,Connacht,ˈl̠ʲavˠ,l̪ɑːm
leanacht,,ˈl̠ʲanˠəxt̪ˠ,l̪ɑn̪əkht̪
leannán,Connacht,ˈl̠ʲan̪ˠɑːnˠ,l̪ɑn̪n̪ən̪
leathan,Ulster; Connacht,"ˈl̠ʲahənˠ, ˈl̠ʲahən̪ˠ",l̪ɑt̪hən̪
led,,lʲɛd̪ˠ,l̪ɛdʲ
leisce,Ulster; Connacht,ˈl̠ʲɛʃcɪ,l̪ɛʃci
leite,,ˈl̠ʲɛtʲə,l̪ɛtʲi
leith,Munster; Connacht,l̠ʲɛh,l̪ɛtʲ
leitir,Ulster; Connacht,ˈl̠ʲɛtʲəɾʲ,l̪ɛtʲiɾʲ
leo,Connacht,l̠ʲoː,l̪oː
leáigh,,,l̪eiː%1
leás,Munster; Connacht,l̠ʲɑːsˠ,l̪ɑsˠ
liach,Ulster; Connacht,l̠ʲiəx,l̪iəx%1
liath,,,l̪iət
liatha,Ulster; Connacht,ˈl̠ʲiəhə,l̪iət̪hə
libh,,"lʲɪbʲ, lʲɪvʲ",l̪ɪbʲ
lic,,l̠ʲɪc,l̪ɪc
ligean,Ulster; Connacht,"ˈl̠ʲɪɟənˠ, ˈl̠ʲɪɟən̪ˠ",l̪ɪɟən̪
linne,Ulster; Connacht,ˈl̠ʲɪn̠ʲə,l̪ɪn̪n̪ə
liom,Connacht,"lʲɔmˠ, lʲɞmˠ",l̪iːmˠ
litiam,,ˈl̠ʲɪtʲiəmˠ,l̪ɪtʲəmˠ
litre,,ˈl̠ʲitʲɾʲə,l̪ɪtʲɾʲi
liúr,,lʲuːɾˠ,l̪ɪəɾˠ
ll,,"l̠ʲ, l̪ˠ",l̪l̪
lochta,,ˈl̪ˠɔxt̪ˠə,l̪ʊkht̪ə
lochán,Connacht,ˈl̪ˠɔxɑːnˠ,l̪ʊkhən̪
loime,,ˈl̪ˠɪmʲə,l̪ɛmʲi
loite,,l̪ˠɔɪtʲə,l̪ɛtʲi
loiteach,Connacht,ˈl̪ˠɛtʲəx,l̪ɛtʲəx%1
lorg,Ulster; Connacht,ˈl̪ˠɔɾˠəɡ,l̪ɔɾˠəg
loscann,Munster; Connacht,ˈl̪ˠɔsˠkən̪ˠ,l̪ɔsˠkən̪ˠ%1
luaidh,,,l̪uiː%1
luaidhim,,l̪ˠuəmʲ,l̪uaidʲçimʲ
láimh,,"l̪ˠɑːvʲ, l̪ˠɑ̃ːvʲ",l̪aimʲ
lán,Connacht,l̪ˠɑːnˠ,l̪ɑn̪
lánúin,Connacht,ˈl̪ˠɑːnˠuːnʲ,l̪ɑn̪ən̪
lárthosaí,Connacht,ˈl̪ˠɑːɾˠˌhɔsˠiː,l̪ɑɾˠt̪hiʃi
lí,,,l̪ɪ
líonra,,ˈlʲiːn̪ˠɾˠə,l̪ɪn̪ɾˠə
lúcháir,Connacht,ˈl̪ˠuːxɑːɾʲ,l̪ɛcçiɾʲ
lúfar,,ˈl̪ˠuːfˠəɾˠ,l̪ɔfˠəɾˠ
lúthchleasaí,Connacht,ˈl̪ˠuːçlʲasˠiː,l̪ɔt̪hkhl̪iʃi
mB,,"mʲ, mˠ",mˠbˠ
mBéarla,,ˈmʲeːɾˠlˠə,mbʲæɾˠl̪ə
mac léinn,,ˌmˠak ˈl̠ʲeːn̠ʲ,mˠɑk l̪ɛn̪n̪
mainistreach,,ˈmˠanʲəʃtʲɾʲəx,mʲain̪iʃtɾʲəx%1
maoile,,mˠiːlʲə,mʲæəl̪ə
maoin,,mˠiːnʲ,mʲæən̪
maoineach,Munster; Connacht,"ˈmˠiːnʲəx, ˈmˠĩːnʲəx",mʲæən̪əx%1
mar,Ulster; unstressed; Connacht,ˈmˠəɾˠ,mˠɑːɾˠ
mar an gcéanna,Connacht,mˠaɾˠ ə ˈɟeːn̪ˠə,mˠɑːɾˠ ɑn̪ gcɑn̪n̪ə
maratón,Connacht,ˈmˠaɾˠət̪ˠoːnˠ,mˠɑɾˠət̪ən̪
marcáil,Connacht,ˈmˠaɾˠkɑːlʲ,mˠɑrcəl̪
marú,Connacht,ˈmˠaɾˠuː,mˠɑɾˠə
maíte,,ˈmˠiːtʲə,mʲaitʲi
mbata,,ˈmˠat̪ˠə,mˠbˠɑt̪ə
mbróga,Connacht,ˈmˠɾˠoːɡiː,mˠbˠɾˠʊgə
mbun,,"mˠunˠ, mˠun̪ˠ, mˠɞnˠ, mˠʌnˠ, mˠʌn̪ˠ",mˠbˠɔn̪
mbó,Munster; Connacht,mˠoː,mˠbˠɔ
meaingeal,,ˈmæɲɟəl,mʲainɟəl̪
meaits,,mʲatʲʃ,mʲaitʲsˠ
mear,,mʲaɾˠ,mʲɑːɾˠ
mearbhall,,ˈmʲaɾˠəwəl̪ˠ,mʲæɾˠbˠhəl̪l̪
meithle,,ˈmʲɛhlʲə,mʲɛtʲhl̪ə
meá,,"æ(h), ɑː",mʲæ
meáití,Connacht,ˈmʲɑːtʲiː,mʲaitʲi
meánscoil,Connacht,ˈmʲɑːnˠˌsˠkɛlʲ,mʲɑn̪scəl̪
mhac,Ulster; Connacht,wak,mˠhɑk
mhair,Ulster; Connacht,waɾʲ,mʲçaiɾʲ
mhall,Connacht,wɑːl̪ˠ,mˠhɑl̪l̪
mhaoin,Ulster; Connacht,wiːnʲ,mʲçæən̪
mhic,,vʲɪc,mʲçɪc
mhitheas,,ˈvʲɪhəsˠ,mʲçɪtʲçəsˠ
mhná,Connacht,vˠɾˠɑː,mˠhn̪ɑ
mhá,Connacht,wɑː,mˠhɑ
mháistreása,Connacht,ˈwɑːʃtʲɾʲɑːsˠə,mʲçaiʃtɾʲəsˠə
mhí,,vʲiː,mʲçɪ
mhílte,,ˈvʲiːl̠ʲtʲə,mʲçɪltʲi
miailíteas,,ˈmʲiəlʲiːtʲəsˠ,mʲiəəl̪itʲəsˠ
mil,Munster; Connacht,mʲɪlʲ,mʲɪl̪
milliún,,ˈmʲil̠ʲuːnˠ,mʲɪl̪l̪əən̪
min,Munster; Connacht,ˈmʲinʲ,mʲɪn̪
mitheas,,ˈmʲɪhəsˠ,mʲɪtʲçəsˠ
mithid,,ˈmʲihədʲ,mʲɪtʲçidʲ
miúil,,mʲuːlʲ,mʲɪəl̪
mol,Munster; Connacht,mˠɔl̪ˠ,mˠɔl̪
molfaidh,Munster; Connacht,ˈmˠɔl̪ˠhə,mˠʊlfʲiː%1
muiceoil,Munster; Connacht,ˈmˠɪcoːlʲ,mˠɪcoːəl̪
muiníl,,ˈmˠɪnʲiːlʲ,mˠɪn̪əl̪
muirear,,ˈmˠɪɾʲəɾˠ,mˠɪɾʲəɾˠ
muise,,ˈmˠɪʃə,mˠɪʃi
murach,,ˈmˠʊɾˠəx,mˠɔɾˠəx%1
murnán,Connacht,ˈmˠuːɾˠn̪ˠaːnˠ,mˠɔɾˠn̪ən̪
méad,,mʲeːd̪ˠ,mʲɑd̪
méar coise,,mʲeːɾˠ kɛʃə,mʲɑːɾˠ cɛʃi
mímhúinte,Connacht,ˈmʲiːˌwuːn̠ʲtʲə,mʲɪmˠhəntʲi
mín,,mʲiːnʲ,mʲɪn̪
míreanna,,ˈmʲiːɾʲən̪ˠə,mʲɪɾʲən̪n̪ə
mó,Ulster; Connacht,mˠoː,mˠɔ
mód,Munster; Connacht,mˠoːd̪ˠ,mˠɔd̪
móra,Munster; Connacht,ˈmˠoːɾˠə,mˠɔɾˠə
múinteora,,"mˠuːnʲˈtʲoːɾˠə, ˈmˠuːnʲtʲoːɾˠə",mˠɪntʲoːɾˠə
múnaid,,ˈmˠuːn̪ˠədʲ,mˠɔn̪idʲ
múr,,mˠuːɾˠ,mˠəuɾˠ
mús,,mˠuːsˠ,mˠɔsˠ
n-alt,,n̪ˠal̪ˠt̪ˠ,nɑl̪t̪
n-anman,,ˈn̪ˠanˠəmˠənˠ,nɑn̪mˠən̪
n-each,Ulster; Connacht,n̠ʲax,nəx%1
n-iasc,Ulster; Connacht,n͈ʲiəsˠk,niəsk
n-itheann,,ˈn̠ʲɪhən̪ˠ,nɪtʲçən̪ˠ%1
n-áití,Connacht,ˈn̪ˠɑːtʲiː,naitʲi
naíonda,,ˈn̪ˠiːn̪ˠd̪ˠə,n̪ɑən̪d̪ə
naíonta,,ˈn̪ˠiːn̪ˠt̪ˠə,n̪ɑən̪t̪ə
ndearnamar,,ˈn̠ʲaːɾˠn̪ˠəmˠəɾˠ,ndʲæɾˠn̪əmˠəɾˠ
ndomhan,,"ˈn̪ˠaʊ.ən̪ˠ, ˈn̪ˠoː.ən̪ˠ",n̪d̪ɔmˠhən̪
ndé,,n̠ʲeː,ndʲɛ
ndísc,,ˈn̠ʲiːʃc,ndʲɪʃk
nead,Ulster; Connacht,n̠ʲad̪ˠ,n̪ɑd̪
ngarraí,Connacht,"ˈŋaɾˠiː, ˈŋɑɾˠiː",n̪gɑrɾʲi
ngram,,ˈŋɾˠamˠ,n̪gɾˠɑmˠ
nguí,,ŋiː,n̪gɪ
nighe,Munster; Connacht,n̠ʲiː,n̪ɪɟçi
