word,tags,ipa,results
Baile Nua na hArda,Connacht,ˌbˠalʲə ˌn̪ˠuː n̪ˠə ˈhɑːɾˠd̪ˠə,bʲail̪ə n̪ua n̪ɑ hɑɾˠd̪ə
Baile na Mainistreach,Munster; Connacht,ˌbˠalʲə n̪ˠə ˈmˠanʲəʃtʲɾʲəx,bʲail̪ə n̪ɑ mʲain̪iʃtɾʲəx
Baile Átha Cliath,Munster; Connacht,ˌbʲlʲɑː ˈclʲiə,bʲail̪ə ɑhə kl̪iə
Baile Átha Luain,Munster; Connacht,ˌbʲlʲɑː ˈl̪ˠuənʲ,bʲail̪ə ɑhə l̪uaən̪
Bairbre,,ˈbˠaɾʲəbʲɾʲə,bʲaiɾʲbɾʲi
Bandan,,bˠɑn̪ˠd̪ˠən̪ˠ,bˠɑn̪ən̪
Bascais,,ˈbˠasˠkəʃ,bˠɑsciʃ
Baváir,Connacht,ˈbˠawɑːɾʲ,bˠəuiɾʲ
Beannchar,,ˈbʲan̪ˠəxəɾˠ,bʲæn̪ˠxəɾˠ
Bearna,,"ˈbʲaːɾˠn̪ˠə, ˈbʲɑːɾˠn̪ˠə",bʲæɾˠn̪ə
Beáltaine,,ˈbʲaːl̪ˠt̪ˠənʲə,bʲɑltʲən̪ə
Bh,,"vʲ, w",v
Bhaile Átha Cliath,Munster; Connacht,ˌvʲlʲɑː ˈclʲiə,vʲail̪ə ɑhə kl̪iə
Bhrasaíl,,vˠɾˠaˈsˠiːlʲ,vɾˠɑsˠəl̪
Bhríd,,vʲɾʲiːdʲ,vɾˠɪd̪
Bhéarla,,ˈvʲeːɾˠlˠə,vʲæɾʲl̪ə
Blarna,Munster; Connacht,ˈbˠlˠɑːɾˠn̪ˠə,bˠl̪ɑɾˠn̪ə
Blarnan,Munster; Connacht,ˈbˠlˠɑːɾˠn̪ˠənˠ,bˠl̪ɑɾˠn̪ən̪
Bolcáin,Connacht,ˈbɔlˠkɑːnʲ,bˠɔlcən̪
Bolcán,Connacht,ˈbɔlˠkɑːnˠ,bˠɔl̪kən̪
Brandubh,,ˈbˠɾˠan̪ˠd̪ˠuː,bˠɾˠʊn̪uː
Brasaíl,,bˠɾˠaˈsˠiːlʲ,bˠɾˠɑʃəl̪
Brian,,bʲɾʲiən̪ˠ,bɾʲiən̪
Bré,,bʲɾʲeː,bɾʲɛ
Bríd,,bʲɾʲiːdʲ,bɾʲɪdʲ
Bé,,bʲeː,bʲɛ
Béal Feirste,,"ˌbʲeːlˠ ˈfʲɛɾˠʃtʲə, ˌbʲeːl̪ˠ ˈfʲɛɾˠʃtʲə",bʲɑl̪ fʲɛɾʲstʲi
Béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,bʲæɾˠl̪ə
Béarlach,Munster; Connacht,ˈbʲeːɾˠl̪ˠəx,bʲæɾˠl̪əx
Béarlóireacht,Connacht,ˈbʲeːɾˠl̪ˠoːɾʲəxt̪ˠ,bʲæɾˠl̪iɾʲəxt̪
Bíobla,,ˈbʲiːbˠl̪ˠə,bˠɪbˠl̪ə
Cabúl,,"kaˈbˠuːlˠ, kaˈbˠuːl̪ˠ",kɑbˠəl̪
Cadhla,,ˈkəi̯lˠə,kəil̪ə
Caiseal,,"ˈkaʃəlˠ, ˈkaʃəl̪ˠ",caiʃəl̪
Caitliceach,Munster; Connacht,ˈkatʲlʲɪcəx,caitʲl̪icəx
Caitlín,Connacht,ˈkatʲlʲiːnʲ,caitʲl̪ən̪
Caitríona,Ulster; Connacht,"ˈkatʲɾʲiːnˠə, ˈkatʲɾʲiːn̪ˠə",caitʲɾˠən̪ə
Caoimhe,,ˈkiːvʲə,ciːvʲə
Caoimhín,Connacht,ˈkiːvʲiːnʲ,ciːvʲən̪
Carghais,Connacht,ˈkaɾˠiːʃ,kɑɾˠjiʃ
Carghas,Connacht,ˈkaɾˠiːsˠ,kɑɾˠɣəsˠ
Catalóin,Ulster; Connacht,ˈkatˠəl̪ˠoːnʲ,kɑt̪əl̪ən̪
Catalóinis,,ˈkatˠəl̪ˠoːnʲəʃ,kɑt̪əl̪ən̪iʃ
Cathal,,ˈkahəlˠ,kɑhəl̪
Ceallach,Connacht,ˈcal̪ˠəx,cæl̪ˠəx
Ceanada,,ˈcanˠəd̪ˠə,cɑn̪əd̪ə
Ceatharlach,Connacht,ˈcɑːɾˠl̪ˠəx,cɑhəɾˠl̪əx
Ceatharlach,Munster; Connacht,ˈcahəɾˠl̪ˠəx,cɑhəɾˠl̪əx
Ceilteach,Connacht,ˈcɛl̠ʲtʲəx,cɛltʲəx
Ch,,"x, ç",x
Cheatharlach,Connacht,ˈçɑːɾˠl̪ˠəx,çɑhəɾˠl̪əx
Cheatharlach,Munster; Connacht,ˈçahəɾˠl̪ˠəx,çɑhəɾˠl̪əx
Chian,,çiənˠ,çiən̪
Chiribeas,,ˈxɪɾʲəˌbas,çɪɾʲibʲəsˠ
Cholm,,"ˈxɔlˠəmˠ, ˈxɔl̪ˠəmˠ",xɔl̪mˠ
Cholm Cille,Ulster; Connacht,"ˌxɔlˠəmˈcɪl̠ʲə, ˌxɔl̪ˠəmˈcɪl̠ʲə",xɔl̪mˠ cɪl̠ʲə
Chonnacht,Connacht,ˈxʊn̪ˠəxt̪ˠ,xɔn̪ˠəxt̪
Chonnachta,Connacht,ˈxʊn̪ˠəxt̪ˠə,xɔn̪ˠəxt̪ə
Cháit,Munster; Connacht,xɑːtʲ,çaitʲ
Chásca,Munster; Connacht,ˈxɑːsˠkə,xɑsˠkə
Cian,,ˈciənˠ,ciən̪
Ciarraí,,ˈciəɾˠiː,ciəɾʲi
Ciarán,Connacht,ˈciəɾˠɑːnˠ,ciəɾˠən̪
Cillian,Ulster; Connacht,ˈcɪl̠ʲiənˠ,cɪl̠ʲən̪
Cincís,Connacht,ˈcɪɲciːʃ,cɪnciʃ
Cireabaití,,ˈkɪɾʲəˌbatiː,cɪɾʲibʲitʲi
Ciribeas,,ˈkɪɾʲəˌbas,cɪɾʲibʲəsˠ
Claíomh Solais,,klˠiːvˠ ˈsˠɔl̪ˠəʃ,kl̪aioː sˠɔl̪iʃ
Cloch na Blarnan,Munster; Connacht,ˌklˠɔx n̪ˠə ˈbˠlˠɑːɾˠn̪ˠənˠ,kl̪ɔx n̪ɑ bˠl̪ɑɾˠn̪ən̪
Clocha Liatha,Ulster; Connacht,"n̪ˠə ˌklˠɔxə ˈl̠ʲiəhə, n̪ˠə ˌkl̪ˠɔxə ˈl̠ʲiəhə",kl̪ɔxə l̪iəhə
Cléire,,ˈclʲeːɾʲə,kl̪ɛɾʲi
Coirnis,,ˈkoːɾˠnʲɪʃ,cɛɾʲn̪iʃ
Colm,,"ˈkɔlˠəmˠ, ˈkɔl̪ˠəmˠ",kɔl̪mˠ
Colm Cille,Ulster; Connacht,"ˌkɔlˠəmˈcɪl̠ʲə, ˌkɔl̪ˠəmˈcɪl̠ʲə",kɔl̪mˠ cɪl̠ʲə
Colmán,Connacht,"ˈkɔlˠəmˠɑːnˠ, ˈkɔl̪ˠəmˠɑːn̪ˠ",kɔl̪mˠən̪
Connacht,Connacht,ˈkʊn̪ˠəxt̪ˠ,kɔn̪ˠəxt̪
Connachta,Munster; Connacht,ˈkon̪ˠəxt̪ˠə,kɔn̪ˠəxt̪ə
Connachtach,Munster; Connacht,ˈkon̪ˠəxt̪ˠəx,kɔn̪ˠəxt̪əx
Corcaigh,Connacht,"ˈkɔɾˠkiː, ˈkɔɾˠkə",kɔrcə
Corn na Breataine,,kɔrˠnˠ nˠə ˈbʲrʲatˠənʲə,kəuɾˠn̪ n̪ɑ bɾʲɑtʲən̪ə
Críost,,cɾʲiːsˠt̪ˠ,kɾˠɪsˠt̪
Críostaí,Connacht,ˈcɾʲiːsˠt̪ˠiː,kɾˠɪstʲi
Cróitis,,ˈkɾˠoːtʲəʃ,kɾʲɛtʲiʃ
Cáisc,,"kaːʃc, kɑːʃc",caiʃk
Cáit,,"kaːtʲ, kɑːtʲ",caitʲ
Cásc,,kɑːsˠk,kɑsk
Cásca,Munster; Connacht,ˈkɑːsˠkə,kɑsˠkə
Céadaoin,Connacht,ˈceːd̪ˠiːnʲ,cɑdʲiːn̪
Cóbh,,koːvˠ,koː
Cóiréis,Connacht,ˈkoːɾʲeːʃ,cɛɾʲiʃ
Cúil Raithin,,ˌkuːlʲ ˈɾˠahənʲ,kɪl̪ ɾʲaiçən̪
Daidí na Nollag,,ˌd̪ˠadʲiː n̪ˠə ˈnˠɔl̪ˠəɡ,dʲaidʲi n̪ɑ n̪ɔl̪ˠəg
Daingean,Connacht,"ˈd̪ˠaŋənˠ, ˈd̪ˠaŋən̪ˠ, ˈd̪ˠæŋənˠ, ˈd̪ˠæŋən̪ˠ",dʲaiŋən̪
Danmhairge,,ˈd̪ˠanwəɾʲəɟə,d̪ɑnvʲiɾʲɟi
Danmhairgis,,ˈd̪ˠanˠwaɾʲɪɟɪʃ,d̪ɑnvʲiɾʲɟəsˠ
Deirdre,,ˈdʲɛɾˠdʲɾʲə,dʲɛɾʲdɾʲi
Deireadh Fómhair,,dʲeɾʲə fuːwəɾʲ,dʲɪɾʲuː fˠɔvʲiɾʲ
Dh,,"j, ɟ, ɣ",ɣ
Dhaidí na Nollag,,ˌɣadʲiː n̪ˠə ˈnˠɔl̪ˠəɡ,jaidʲi n̪ɑ n̪ɔl̪ˠəg
Dhia,,jiə,jiə
Dia,,dʲiə,dʲiə
Dia dhaoibh,,ˌdʲiə ˈɣiːvʲ,dʲiə jiːvʲ
Dia dhuit,,ˌdʲiə ˈɣɪtʲ,dʲiə ɣɪt̪
Dia duit,,ˌdʲiə ˈd̪ˠɪtʲ,dʲiə d̪ɪtʲ
Dia's Muire duit,,ˌdʲiəs ˈmˠɪɾʲə ˈd̪ˠɪtʲ,dʲiə'sˠ mˠɪɾʲi d̪ɪtʲ
Diarmaid,,ˈdʲiəɾˠmˠədʲ,dʲiərmʲidʲ
Dochartach,Munster; Connacht,ˈd̪ˠɔxəɾˠt̪ˠəx,d̪ɔxəɾˠt̪əx
Doire,,ˈd̪ˠɪɾʲə,dʲɛɾʲi
Domhnach,,"ˈd̪ˠoːn̪ˠəx, ˈd̪ˠəun̪ˠəx",d̪ɔvn̪əx
Donncha,,"ˈd̪ˠɔn̪ˠəxə, ˈd̪ˠʊn̪ˠəxə",d̪ɔn̪ˠxə
Droichead Nua,Connacht,"ˌd̪ˠɾˠeːd̪ˠ ˈn̪ˠuː, ˌd̪ˠɾˠəid̪ˠ ˈn̪ˠuː",dɾʲɔxəd̪ n̪ua
Dubhghall,,ˈd̪ˠʊwəl̪ˠ,d̪əuəl̪ˠ
Dubhghus,,ˈd̪ˠuːɣusˠ,d̪əuəəsˠ
Dáil Éireann,Munster; Connacht,d̪ˠɑːlʲ ˈeːɾʲən̪ˠ,dʲail̪ ɛɾʲən̪ˠ
Dé,,dʲeː,dʲɛ
Dé Céadaoin,,dʲeː ˈceːd̪ˠiːnʲ,dʲɛ cɑdʲiːn̪
Dé Luain,,"dʲeːˈl̪ˠuənʲ, dʲeːˈl̪ˠuːnʲ",dʲɛ l̪uaən̪
Dé Máirt,Munster; Connacht,dʲeː ˈmˠɑːɾˠtʲ,dʲɛ mʲɑːɾʲt̪
Dé Sathairn,,dʲeː ˈsˠahəɾˠnʲ,dʲɛ sˠɑçiɾʲn̪
Dé hAoine,Munster; Connacht,dʲeː ˈhiːnʲə,dʲɛ çiːn̪ə
Déardaoin,Connacht,ˌdʲeːɾˠˈd̪ˠiːnʲ,dʲærdʲiːn̪
Dónall,Connacht,"ˈd̪ˠuːnˠəl̪ˠ, ˈd̪ˠuːn̪ˠəl̪ˠ",d̪ɔn̪əl̪ˠ
Dún Dealgan,Ulster; Connacht,"ˌd̪ˠuːnˠ ˈdʲalˠəɡənˠ, ˌd̪ˠuːn̠ʲ ˈdʲalˠəɡənˠ, ˌd̪ˠuːn̠ʲ ˈdʲal̪ˠəɡən̪ˠ",d̪ɔn̪ dʲɑl̪gən̪
Dún Dealgan,Ulster; Munster; Connacht,ˌd̪ˠuːn̪ˠ ˈdʲal̪ˠəɡən̪ˠ,d̪ɔn̪ dʲɑl̪gən̪
Dún Laoghaire,Ulster; Connacht,d̪ˠuːn̪ˠ ˈl̪ˠiːɾʲə,d̪ɔn̪ lʲiːjiɾʲi
Dún Éideann,,"ˈd̪ˠuːnˠ ˈeːdʲən̪ˠ, ˈd̪ˠuːn̪ˠ ˈeːdʲən̪ˠ",d̪ɔn̪ ɛdʲən̪ˠ
Eabhrac,,ˈəuɾˠək,əuɾˠɾˠək
Eanáir,,ˈan̪ˠɑːɾʲ,ɑn̪iɾʲ
Eastóinis,,"asˠˈtˠoːnʲɪʃ, ˈasˠtˠoːnʲɪʃ",ɑstʲən̪iʃ
Eibhlín,Connacht,ˈɛvʲəlʲiːnʲ,Eibhlín
Eithne,,"ˈɛhnʲə, ˈɛnʲə",ɛçn̪ə
Eochaidh,Connacht,ˈɔxiː,oːçə
Eoghan,Connacht,oːnˠ,oːɣən̪
Eoghan,Munster; Connacht,oːn̪ˠ,oːɣən̪
Eoin,,oːnʲ,oːn̪
Eoraip,,ˈoːɾˠəpʲ,oːɾʲipʲ
Faoilleach,Connacht,ˈfˠiːl̠ʲəx,fʲiːl̠ʲəx
Feabhra,,fʲauɾˠə,fʲəuɾˠɾˠə
Feardorcha,,ˈfʲaɾˠd̪ˠɔɾˠəxə,fʲæɾˠd̪əɾˠxə
Fearghal,,ˈfʲaɾˠəlˠ,fʲæɾˠɣəl̪
Fearghas,Connacht,ˈfʲæːɾˠiːsˠ,fʲæɾˠɣəsˠ
Fhaoilleach,Connacht,ˈiːl̠ʲəx,mˠKɾˠ_FHInˠITlˠEnˠiːl̠ʲəx
Fhionlainn,,ˈɪnlˠən̠ʲ,mˠKɾˠ_FHInˠITlˠEnˠɪn̪l̪ən̠ʲ
Fhionlainnis,,ˈɪn̪ˠl̪ˠən̠ʲɪʃ,mˠKɾˠ_FHInˠITlˠEnˠɪn̪l̪ən̠ʲəsˠ
Fhrainc,,ɾˠaɲc,mˠKɾˠ_FHInˠITlˠEnˠɾʲaink
Fhranc,,ˈɾˠaŋk,mˠKɾˠ_FHInˠITlˠEnˠɾˠɑnk
Fhranca,,ˈɾˠaŋkə,mˠKɾˠ_FHInˠITlˠEnˠɾˠɑn̪kə
Fianna Fáil,,ˈfʲiən̪ˠə ˈfˠɑːlʲ,fʲiən̪ˠə fʲail̪
Fine Gael,,ˌfʲɪnʲə ˈɡeːlˠ,fʲɪn̪ə ɟeːl̪
Fionlainn,,ˈfʲɪnlˠən̠ʲ,fˠɪn̪l̪ən̠ʲ
Fionlainnis,,ˈfʲɪn̪ˠl̪ˠən̠ʲɪʃ,fˠɪn̪l̪ən̠ʲəsˠ
Fionlainnise,,ˈfʲɪn̪ˠl̪ˠən̠ʲɪʃə,fˠɪn̪l̪ən̠ʲəsˠə
Fionnabhair,,ˈfʲɪn̪ˠuːɾʲ,fˠɪn̪ˠivʲəɾˠ
Fionnghall,,fʲuːnɣal,fˠɪn̪ˠɣəl̪ˠ
Fionnghuala,,fʲɪn̪ˠˈuːəlˠə,fˠɪn̪ˠɣəl̪ə
Frainc,Ulster; Connacht,fˠɾˠæɲc,fɾʲaink
Fraince,Ulster; Connacht,ˈfˠɾˠæɲcɪ,fɾʲainci
Fraincis,,ˈfˠɾˠaɲcɪʃ,fɾʲainciʃ
Franc,,ˈfˠɾˠaŋk,fˠɾˠɑnk
Franca,,ˈfˠɾˠaŋkə,fˠɾˠɑn̪kə
Fínín,Connacht,ˈfʲiːnʲiːnʲ,fʲɪn̪ən̪
Fíníneachas,Connacht,ˈfʲiːnʲiːnʲəxəsˠ,fʲɪn̪ən̪əxəsˠ
Fódhla,,"ˈfˠoːlˠə, ˈfˠoːl̪ˠə",fˠɔɣl̪ə
Fórsa Cosanta Áitiúil,,ˈfˠoːɾˠsˠə ˈkɔsˠən̪ˠt̪ˠə ˈaːtʲuːlʲ,fˠɔɾˠsˠə kɔsˠən̪t̪ə aitʲiəl̪
Gaedhilge,,ˈɡeːlʲɟə,ɟeːjəlɟi
Gaedhlaing,,ˈɡeːlɪɲ,ɟeːjl̪əŋ
Gaeil,,ɡeːlʲ,ɟeːəl̪
Gaeilge na hAlban,,"ˈɡeːlʲɟɪ nˠə ˈhalˠəbˠənˠ, ˈɡeːlʲɟɪ n̪ˠə ˈhal̪ˠəbˠən̪ˠ",ɟeːəlɟi n̪ɑ hɑl̪bˠən̪
Gaeilge na hÉireann,,"ˈɡeːlʲɟɪ nˠə ˈheːɾʲən̪ˠ, ˈɡeːlʲɟɪ n̪ˠə ˈheːɾʲən̪ˠ",ɟeːəlɟi n̪ɑ çɛɾʲən̪ˠ
Gaeilic,,ˈɡeːlʲic,ɟeːəl̪ic
Gael,,"ɡeːlˠ, ɡeːl̪ˠ",ɟeːl̪
Gaelach,Connacht,ˈɡeːlˠəx,ɟeːl̪əx
Gaelach,Munster; Connacht,ˈɡeːl̪ˠəx,ɟeːl̪əx
Gaeltacht,Munster; Connacht,ˈɡeːl̪ˠt̪ˠəxt̪ˠ,ɟeːl̪t̪əxt̪
Garda,Munster; Connacht,ˈɡɑːɾˠd̪ˠə,gɑɾˠd̪ə
Garda Síochána,Connacht,"ˈɡɑːɾˠd̪ˠə ˈʃiːxɑːnˠə, ˈɡɑːɾˠd̪ˠə ˈʃiːxɑːn̪ˠə",gɑɾˠd̪ə sˠɪxən̪ə
Gardaí,Connacht,ˈɡɑːɾˠd̪ˠiː,gɑrdʲi
Gearmáinis,Connacht,ˈɟaɾˠəmˠɑːnʲɪʃ,ɟærmʲən̪iʃ
Gearóid,Connacht,ˈɟaɾˠoːdʲ,ɟæɾʲidʲ
Gh,,"j, ɟ, ɣ",ɣ
Ghaelach,Connacht,ˈɣeːlˠəx,jeːl̪əx
Ghaelach,Munster; Connacht,ˈɣeːl̪ˠəx,jeːl̪əx
Giúdach,Munster; Connacht,ˈɟuːd̪ˠəx,ɟɪəd̪əx
Gráinne,Connacht,ˈɡɾˠɑːn̠ʲə,gɾʲain̠ʲə
Gréigis,,ˈɟɾʲeːɟɪʃ,gɾʲɛɟiʃ
Haváis,,"haˈwaːɪʃ, ˈhawaːɪʃ",həuiʃ
Iacób,,ˈiəkoːbˠ,iəkəbˠ
Iarmhí,Ulster; Connacht,əˌn̠ʲiəɾˠˈvʲiː,iərvʲi
Idirlíon,,"-ˌl̠ʲiːnˠ, ˈɪdʲəɾʲˌl̠ʲiːn̪ˠ",ɪdʲiɾʲl̪ən̪
Imánál,,ɪˈmˠɑːn̪ɑːl̪ˠ,ɪmˠən̪əl̪
India,,ˈɪnʲdʲiə,ɪn̪ə
Indiacha,Connacht,ˈinʲiəxə,ɪn̪əxə
Inid,,ˈɪnʲədʲ,ɪn̪idʲ
Inide,,ˈɪnʲədʲə,ɪn̪idʲi
Inis,,ˈɪnʲɪʃ,ɪn̪iʃ
Inis Meáin,,ˌɪnʲəʃ ˈmʲɑːnʲ,ɪn̪iʃ mʲain̪
Iodáil,Connacht,ˈɪd̪ˠɑːlʲ,ɪdʲəl̪
Iodáilis,,"ɪˈdˠaːlʲɪʃ, ˈɪdˠaːlʲɪʃ",ɪdʲəl̪iʃ
Iorua,Ulster; Connacht,ˈɪɾˠuə,ɪɾˠə
Iúil,,uːlʲ,ɪəl̪
Iúr,Ulster; Connacht,ən̠ʲˈtʲuːɾˠ,ɪəɾˠ
Laighin,,l̪ˠəinʲ,l̪aijən̪
Laoghaire,Ulster; Connacht,ˈl̪ˠiːɾʲə,lʲiːjiɾʲi
Laois,,l̪ˠiːʃ,lʲiːʃ
Laoise,,ˈl̪ˠiːʃə,lʲiːʃi
Latharna,,ˈl̪ˠahəɾˠn̪ˠə,l̪ɑhəɾˠn̪ə
Leitir Ceanainn,Ulster; Connacht,"ˌl̠ʲɛtʲəɾʲ ˈcanˠən̠ʲ, ˌl̠ʲɛtʲəɾʲ ˈcan̪ˠən̠ʲ",l̪ɛtʲiɾʲ cɑn̪ən̠ʲ
Liam,,l̠ʲiəmˠ,l̪iəmˠ
Liatroim,,ˈl̠ʲiət̪ˠɾˠəmʲ,l̪iətɾʲimʲ
Life,,l̠ʲɪfʲə,l̪ɪfʲi
Ll,,"l̠ʲ, l̪ˠ",l̪ˠ
Loch Garman,,"ˌl̪ˠɔx ˈɡaɾˠəmˠənˠ, ˌl̪ˠɔx ˈɡaɾˠəmˠən̪ˠ",l̪ɔx gɑɾˠmˠən̪
Lorgain,,ˈl̪ˠɔɾˠəɡənʲ,l̪ɔrɟən̪
Luan,,"l̪ˠuənˠ, l̪ˠuən̪ˠ",l̪uan̪
Luan Cásca,Connacht,ˌl̪ˠuənˠ ˈkɑːsˠkə,l̪uan̪ kɑsˠkə
Luan Cásca,Munster; Connacht,ˌl̪ˠuən̪ˠ ˈkɑːsˠkə,l̪uan̪ kɑsˠkə
Luimneach,,ˈl̪ˠɪmʲənʲəx,l̪ɪmʲn̪əx
Lá Fhéile,,ˌl̪ˠɑː ˈeːlʲə,l̪ɑ mˠKɾˠ_FHInˠITlˠEnˠɛl̪ə
Lá Fhéile Pádraig,,ˌl̪ˠɑː ˌeːlʲə ˈpˠɑːɾˠɪc,l̪ɑ mˠKɾˠ_FHInˠITlˠEnˠɛl̪ə pˠɑdɾʲiɟ
Lúnasa,,ˈl̪ˠuːn̪ˠəsˠə,l̪ɔn̪əsˠə
Mac,,mˠak,mˠɑk
Macha,,ˈmˠaxə,mˠɑxə
Malaeis,,"mˠaˈlˠeːɪʃ, ˈmˠalˠeːɪʃ",mˠɑl̪eːiʃ
Manainnis,,ˈmˠanˠən̠ʲɪʃ,mˠɑn̪ən̠ʲəsˠ
