word,tags,ipa,results
Stiofáin,Connacht,ˈʃtʲʊfˠɑːnʲ,sˠt̪ɪfʲən̪
Taoiseach,Munster; Connacht,ˈt̪ˠiːʃəx,tʲæiʃəx
Tomáisín,Connacht,ˈt̪ˠʊmˠɑːʃiːnʲ,t̪ɛmʲiʃən̪
abhaile,Connacht,əˈwalʲə,ɑbʲçəl̪ə
abhainn,Connacht,əun̠ʲ,əun̠ʲ
abrair,,ˈabˠɾˠəɾʲ,ɑbɾʲiɾʲ
abúlacht,Connacht,"ˈabˠuːlˠəxt̪ˠ, ˈabˠuːl̪ˠəxt̪ˠ",ɑbˠəl̪əkht̪
acmhainneach,Connacht,ˈakuːn̠ʲəx,ɑkmʲçən̪n̪əx
adharc,Connacht,ˈai(ə)ɾˠk,ɑd̪hərk
adhnaic,Connacht,ˈəin̪ˠəc,ɑd̪hn̪ic
ae,,eː,eː
aer,Ulster; Munster; Connacht,eːɾˠ,eːɾʲ
aerfort,,ˈeːɾˠfɔɾˠt̪ˠ,eːɾʲfˠəɾˠt̪
aeróstach,Connacht,ˈeːɾˠˌoːsˠt̪ˠəx,eːɾˠəsˠt̪əx
agaibh,Connacht,"ˈaɡiː, ˈoɡiː, ˈuɡiː",ɑɟibʲ
agam,Cois-Fharraige; Connacht,ˈaː(ɡə)mˠ,ɑgəmˠ
agam,Galway; Connacht,ˈɑɡəmˠ,ɑgəmˠ
agat,Galway; Connacht,ˈɑː(ɡə)t̪ˠ,ɑgət̪
aici,Connacht,"ˈɛciː, ˈɛcə",aici
aighneas,,ˈai.nʲəsˠ,aiɟhn̪əsˠ
aigéad,Connacht,ˈaɟeːd̪ˠ,aiɟəd̪
air,,aɾʲ,ɑːɾʲ
airgeadúla,Connacht,ˈaɾʲɪɟəd̪ˠuːlˠə,aiɾʲɟəd̪əl̪ə
airsean,,ˈɛɾʲʃənˠ,aiɾʲʃən̪
aischuir,,ˈaʃˌxɪrʲ,aiʃkhiɾʲ
aistritheoir,,ˈaʃtʲɾʲəhoːɾʲ,aiʃtɾʲitʲçoːiɾʲ
alpán,Connacht,"ˈalˠpˠɑːnˠ, ˈal̪ˠpˠɑːn̪ˠ",ɑl̪pˠən̪
am,,əmˠ,ɑːmˠ
anagheairid,,ɑnɑˈjaɾʲədʲ,ɑn̪iɟçiɾʲidʲ
anas,,ˈanˠəsˠ,ɑn̪əsˠ
aneas,Connacht,əˈn̠ʲasˠ,ɑn̪əsˠ
anmain,,ˈanˠəmˠənʲ,ɑnmʲən̪
anoir,Connacht,əˈn̪ˠɛɾʲ,ɑn̪iɾʲ
anuas,,əˈn̪ˠuəsˠ,ɑn̪əsˠ
aoi,,iː,ɑə
aoibheallach,Munster; Connacht,ˈiːvʲəl̪ˠəx,ɑibʲçəl̪l̪əx
aoine,,ˈiːnʲə,ɑən̪ə
aoire,Ulster; Connacht,ˈiːɾʲə,ɑiɾʲi
aonghuthach,Connacht,ˈeːn̪ˠˌɣʊhəx,ɑən̪ghət̪həx
ar a fhad,,əɾʲˈad̪ˠ,ɑːɾˠ ɑ fˠhɑd̪
ar bord,,ɛɾʲ ˈbˠoːɾˠd̪ˠ,ɑːɾˠ bˠəuɾˠd̪
ar feadh,Munster; Connacht,ɛɾʲˈfʲa,ɑːɾˠ fʲə
ar scáth a,Connacht,ɛɾʲˈsˠkɑː(ə),ɑːɾˠ sˠkɑt ɑ
arcán,Connacht,ˈaɾˠkɑːnˠ,ɑɾˠkən̪
aríst,Ulster; Connacht,əˈɾʲiːʃtʲ,ɑɾʲiʃt̪
ata,,ˈat̪ˠə,ɑt̪ə
athraithe,,ˈahɾˠɪhə,ɑt̪hɾʲitʲçi
athrú,,ˈahɾˠuː,ɑt̪hɾˠə
atuirseach,Connacht,ˈaˌt̪ˠʊɾˠʃəx,ɑt̪iɾʲʃəx
b'éigint,,ˈbʲeːɟɪn̠ʲtʲ,bʲɛɟən̪t̪
bP,,"bʲ, bˠ",bˠpˠ
ba,Cois-Fharraige; Connacht,bˠaː,bˠɑ
ba,,"bˠə, bˠəj",bˠɑ
bacach,Cois-Fharraige; Connacht,ˈbˠaːkəx,bˠɑkəx
bagairt,,ˈbˠaɡəɾˠtʲ,bˠɑɟiɾʲt̪
bainne,Ulster; Connacht,ˈbˠæn̠ʲə,bˠain̪n̪ə
bansár,,ˈbˠanˠˌsˠɑːɾˠ,bˠɑn̪sˠəɾˠ
barr-,Munster; Connacht,bˠɑːɾˠ,bˠɑɾˠr
barrach,,ˈbˠaɾˠəx,bˠɑɾˠɾˠəx
barúil,Connacht,ˈbˠaɾˠuːlʲ,bˠɑɾˠəl̪
batar,,ˈbˠat̪ˠəɾˠ,bˠɑt̪əɾˠ
beach chapaill,,bʲax ˈxapˠəl̠ʲ,bʲəx khɑpʲəl̪l̪
bearach,Connacht,ˈbʲaɾˠəx,bʲæɾˠəx
beid,,bʲɛdʲ,bʲɛdʲ
beir bua agus beannacht,,bʲɛɾʲ bˠuə ɑɡəsˠ ˈbʲan̪ˠəxt̪ˠ,bʲəiɾʲ bˠua ɑgəsˠ bʲɑn̪n̪əkht̪
beirbhiughadh,Connacht,ˈbʲɛɾʲuː,bʲɛɾʲbʲçiəghə
beiridís,,ˈbʲɛɾʲədʲiːʃ,bʲɛɾʲidʲiʃ
beirigí,,ˈbʲɛɾʲɪɟiː,bʲɛɾʲiɟi
bh,,"vʲ, w",b
bhF,,"vʲ, w",bˠhfˠ
bhFranc,,ˈvˠɾˠaŋk,bˠhfˠɾˠɑnk
bhan,Ulster; Connacht,"wanˠ, wan̪ˠ",bˠhɑn̪
bheirtear,,ˈvʲɛɾʲhəɾˠ,bʲçɛɾʲtʲəɾˠ
bhfaca,Connacht,ˈwɑkə,bˠhfˠɑkə
bhfarraige,Ulster; Connacht,ˈwaɾˠəɟə,bˠhfˠɑrɾʲiɟi
bhfearthainn,Ulster; Kerry; Cork; Connacht,ˈvʲaɾˠhən̠ʲ,bˠhfʲærtʲçiən̠ʲ
bhfeiceanna,,ˈvʲɛcən̪ˠə,bˠhfʲɛcən̪n̪ə
bhfeicfinn,,,bˠhfʲɛcfʲən̠ʲ
bhfeicinn,Ulster; Connacht,ˈvʲɛcɪn̠ʲ,bˠhfʲɛcən̠ʲ
bhfeis,,vʲɛʃ,bˠhfʲɛʃ
bhfeolta,Munster; Connacht,ˈvʲoːl̪ˠt̪ˠə,bˠhfʲoːl̪t̪ə
bhliain,,vʲlʲiənʲ,bˠhl̪iəən̪
bhreab,,vʲɾʲabˠ,bˠhɾʲɑbˠ
bhuíoch,Ulster; Connacht,wiːx,bˠhɔək
bhán,Ulster; Connacht,"waːnˠ, wɑːnˠ",bˠhɑn̪
bhánaigh,Connacht,"ˈwɑːnˠə, ˈwɑːn̪ˠə",bˠhʊn̪iː
bhíomar,,ˈvʲiːmˠəɾˠ,bˠhɪmˠəɾˠ
bhíonn,,vʲiːn̪ˠ,bˠhɪn̪n̪
bhíonns,,vʲiːn̪ˠsˠ,bˠhɪn̪n̪sˠ
bile,,ˈbʲɪlʲə,bʲɪl̪ə
billí,,ˈbʲɪlʲiː,bʲɪl̪l̪ə
binde,,ˈbʲɪn̠ʲdʲə,bʲɪndʲi
binne,Ulster; Connacht,ˈbʲɪn̠ʲə,bʲɪn̪n̪ə
blagaid,,ˈbˠlˠaɡədʲ,bˠl̪ɑɟidʲ
blaosc,Ulster; Connacht,bˠlˠiːsˠk,bˠl̪ɑəsk
bliain,,bʲlʲiənʲ,bˠl̪iəən̪
bligh,Ulster; Connacht,bʲlʲiː,bˠl̪ɪɟ
blite,,ˈbʲlʲɪtʲə,bˠl̪ɪtʲi
bláthnaid,Munster; Connacht,ˈbˠl̪ˠɑːn̪ˠədʲ,bˠl̪ɑt̪hn̪idʲ
bléan,,"bʲlʲeːnˠ, bʲlʲeːn̪ˠ",bˠl̪ɑn̪
boc,,"bˠok, bˠɔk, bˠʌk",bˠʊk
bodhrán,Connacht,ˈbˠəuɾˠɑːn̪ˠ,bˠɔd̪hɾˠən̪
boid,,bˠɪdʲ,bʲɛdʲ
boig,,bˠɪɟ,bʲɛɟ
boireannach,Munster; Connacht,ˈbˠɛɾʲən̪ˠəx,bʲɛɾʲən̪n̪əx
bord,,bˠoːɾˠd̪ˠ,bˠəuɾˠd̪
bosca,,ˈbˠɔsˠkə,bˠɔsˠkə
brandaí,,ˈbˠɾˠan̪ˠd̪ˠiː,bˠɾˠɑndʲi
breac,,bʲɾʲak,bɾʲɑk
breall,,bʲɾʲal̪ˠ,bɾʲɑl̪l̪
breis,,bʲɾʲɛʃ,bɾʲɛʃ
breithiúnais,Connacht,ˈbʲɾʲɛhuːnˠəʃ,bɾʲɛtʲçiən̪iʃ
briosca,,ˈbʲɾʲɪsˠkə,bˠɾˠɪsˠkə
brollach,Connacht,ˈbˠɾˠɔl̪ˠəx,bˠɾˠɔl̪l̪əx
brá,Munster; Connacht,bˠɾˠɑː,bˠɾˠɑ
bráid,Munster; Connacht,bˠɾˠɑːdʲ,bɾʲaidʲ
bráthair,,ˈbˠɾˠɑːhəɾʲ,bˠɾˠɑtʲçiɾʲ
bréagfholt,,ˈbʲɾʲeːɡˌɔl̪ˠt̪ˠ,bɾʲɑgfˠhəl̪t̪
bréig,,bʲɾʲeːɟ,bɾʲɛɟ
bróga,Connacht,ˈbˠɾˠoːɡiː,bˠɾˠʊgə
brúite,,ˈbˠɾˠuːtʲə,bˠɾˠɪtʲi
buailteacha,,ˈbˠuəlʲtʲəxə,bʲuaəltʲəkhə
buinneach,Connacht,ˈbˠɪn̠ʲəx,bˠɪn̪n̪əx
bunadh,Connacht,ˈbˠunˠuː,bˠɔn̪ə
busta,,ˈbˠʊsˠt̪ˠə,bˠɔsˠt̪ə
buíonna,,ˈbˠiːn̪ˠə,bˠɔən̪n̪ə
bádóir,Connacht,ˈbˠɑːd̪ˠoːɾʲ,bˠɑdʲiɾʲ
báille,,ˈbˠɑːl̠ʲə,bʲail̪l̪ə
báistí,,ˈbˠaːʃtʲiː,bʲaiʃtʲi
báite,Munster; Connacht,ˈbˠɑːtʲə,bʲaitʲi
bál,Munster; Connacht,bˠɑːlˠ,bˠɑl̪
béar,,bʲeːɾˠ,bʲɑːɾˠ
bíonn,,bʲiːn̪ˠ,bˠɪn̪n̪
búir,,bˠuːɾʲ,bˠəiɾʲ
cabhsa,,ˈkausˠə,kɑbˠhsˠə
cadhnraí,,ˈkəinˠɾˠiː,kɑd̪hnɾʲi
cafarr,,ˈkafˠəɾˠ,kɑfˠəɾˠɾˠ
cailce,,ˈkalʲcə,cailci
cailleadh,Mayo; Connacht,ˈkal̠ʲuː,cail̪l̪ə
caint,Cois-Fharraige; Connacht,kaːn̠ʲtʲ,cain̪t̪
cairdeach,Munster; Connacht,ˈkɑːrdʲəx,caiɾʲdʲəx
caite,,ˈkatʲə,caitʲi
canta,,ˈkan̪ˠt̪ˠə,kɑn̪t̪ə
caobach,Connacht,ˈkiːbˠəx,kɑəbˠəx
caorán,Connacht,ˈkiːɾˠan̪ˠ,kɑəɾˠən̪
capaillín,Connacht,ˈkapˠəl̠ʲiːnʲ,kɑpʲəl̪l̪ən̪
carachtar,,ˈkaɾˠəxt̪ˠəɾˠ,kɑɾˠəkht̪əɾˠ
caraos,Connacht,ˈkaɾˠiːsˠ,kɑɾˠəəsˠ
carda,,"ˈkaːɾˠd̪ˠə, ˈkɑːɾˠd̪ˠə",kɑɾˠd̪ə
carr patróil,Connacht,ˌkɑːɾˠ ˈpat̪ˠɾˠoːl̠ʲ,kɑːɾˠɾˠ pˠɑtɾʲəl̪
casfar,,ˈkɑsˠfˠəɾˠ,kɑsˠfˠəɾˠ
casóg,Connacht,ˈkasˠoːɡ,kɑsˠəg
ceachtanna,,ˈcaxt̪ˠən̪ˠə,cɑkht̪ən̪n̪ə
ceachtar,,"ˈcaxt̪ˠəɾˠ, ˈcæxt̪ˠəɾˠ, ˈcaht̪ˠəɾˠ",cɑkht̪əɾˠ
cealg,Ulster; Connacht,ˈcalˠəɡ,cɑl̪əg
ceap,,capˠ,cɑpˠ
ceaptha,Connacht,ˈcapˠiː,cɑpˠt̪hə
ceirnín,Connacht,ˈcɛɾˠn̠ʲiːnʲ,cɛɾʲn̪ən̪
ceirt,,cɛɾˠtʲ,cəiɾʲt̪
ceist,,cɛʃtʲ,cɛʃt̪
ceo,Munster; Connacht,coː,coː
ceoch,Munster; Connacht,coːx,coːk
chailleas,,ˈxalʲəsˠ,cçail̪l̪əsˠ
chairde,Munster; Connacht,ˈxɑːɾˠdʲə,cçaiɾʲdʲi
chapaill,,ˈxapˠəl̪ʲ,khɑpʲəl̪l̪
chapall,,ˈxapˠəl̪ˠ,khɑpˠəl̪l̪
char,,xaɾˠ,khɑɾˠ
chara,,ˈxɑɾˠə,khɑɾˠə
charad,,ˈxaɾˠəd̪ˠ,khɑɾˠəd̪
chead,,çad̪ˠ,cçɑd̪
cheada,,ˈçad̪ˠə,cçɑd̪ə
chealg,Ulster; Munster; Connacht,ˈçal̪ˠəɡ,cçɑl̪əg
cheannach,Connacht,ˈçan̪ˠəx,cçɑn̪n̪əx
chiall,,çiəl̪ˠ,cçiəl̪l̪
chileagram,,ˈçɪlʲəɡɾˠamˠ,cçɪl̪əgɾˠəmˠ
chineál,Connacht,ˈçɪnˠɑːlˠ,cçɪn̪əl̪
chirce,,ˈçɪɾʲcə,cçɪɾʲci
chistin,,ˈçɪʃtʲənʲ,cçɪʃtʲən̪
chiumhais,,çuːʃ,cçɪimʲçiʃ
chiúin,,çuːnʲ,cçɪən̪
chlé,,çlʲeː,khl̪ɛ
chodail,Munster; Connacht,ˈxod̪ˠəlʲ,khɛdʲəl̪
choil,,xɛlʲ,cçɔl̪
choir,,xɛɾʲ,cçɛɾʲ
chomh maith,,xə mˠa(h),khɔm mʲaitʲ
chonaic,Aran; Connacht,ˈxɞn̪ˠic,khɔn̪ic
chonaic,Cois-Fharraige; Connacht,ˈxaːnʲic ~ ˈhaːnʲic ~ ˈxinʲic ~ ˈxaːɲc,khɔn̪ic
chos,Munster; Connacht,xɔsˠ,khɔsˠ
chrap,,xɾˠapˠ,khɾˠɑpˠ
chreid,Munster; Connacht,çɾʲɛdʲ,khɾʲɛdʲ
chruaidh,Connacht,xɾˠuə,khɾʲuiː
chráis,,xɾˠɑːʃ,khɾʲaiʃ
chualais,,ˈxuəlˠəʃ,khual̪iʃ
chughamsa,,ˈxuːmˠsˠə,khʊghəmˠsˠə
chuimhnigh,Galway; Connacht,ˈxivʲnʲə,khɪmʲhn̪iɟ
chulaith,Mayo; Connacht,ˈxolˠiː,khɔl̪itʲ
chéasta,Ulster; Connacht,ˈçeːsˠt̪ˠə,cçɑsˠt̪ə
chíd,,ˈçiːdʲ,cçɪdʲ
chóir,Munster; Connacht,xoːɾʲ,cçɛɾʲ
chóra,,ˈxoːɾˠə,khɔɾˠə
chósta,Munster; Connacht,ˈxoːsˠt̪ˠə,khɔsˠt̪ə
chú,,xuː,khɔ
chúig,,xuːɟ,khɪɟ
chúis,,xuːʃ,khɪʃ
chúl,,"xuːlˠ, xuːl̪ˠ",khɔl̪
ciar,,ciəɾˠ,ciəɾˠ
cineálta,Connacht,ˈcɪnˠɑːl̪ˠt̪ˠə,cɪn̪əl̪t̪ə
cinnigí,Connacht,ˈcɪn̠ɪɟiː,cɪn̪n̪iɟi
cion,Aran; Connacht,cinˠ,kɪn̪
ciorcal,,ˈciɾˠkəlˠ,kɪɾˠkəl̪
cirt,,cɪɾˠtʲ,cəiɾʲt̪
ciste,,ˈcɪʃtʲə,cɪʃtʲi
cistineacha,,ˈcɪʃtʲɪnʲəxə,cɪʃtʲən̪əkhə
clampar,,ˈklˠamˠpˠəɾˠ,kl̪ɑmˠpˠəɾˠ
claonaim,,ˈklˠiːnˠəmʲ,kl̪ɑən̪imʲ
cleasach,Munster; Connacht,ˈclʲasˠəx,kl̪ɑsˠəx
clibirt,,ˈclʲɪbʲəɾˠtʲ,kl̪ɪbʲiɾʲt̪
cloigín,Connacht,ˈklˠoɡiːnʲ,kl̪ɛɟən̪
cloisint,,ˈkl̪ˠoʃənʲtʲ,kl̪ɛʃən̪t̪
cluichí,Connacht,"ˈklˠifʲiː, ˈkl̪ˠifʲiː",kl̪ɪcçi
cló,,"klˠoː, kl̪ˠoː",kl̪ɔ
clóis,,"klˠoːʃ, kl̪ˠoːʃ",kl̪ɛʃ
cnuimhe,,ˈknˠevʲə,kɾˠɪmʲçi
cobra,,ˈkɔbˠɾˠə,kɔbˠɾˠə
cochán,Connacht,ˈkɔxɑːnˠ,kʊkhən̪
codail,Munster; Connacht,ˈkod̪ˠəlʲ,kɛdʲəl̪
codail,,"ˈkod̪ˠəl̪ˠ-, ˈkol̪ˠ-, ˈkɔl̪ˠ-, ˈkʌl̪ˠ-",kɛdʲəl̪
codlatach,Munster; Connacht,ˈkɔl̪ˠət̪ˠəx,kɔd̪l̪ət̪əx
cogús,,,kʊgəsˠ
coin,,kɪnʲ,cɔn̪
coinníoll,Connacht,ˈkɪn̠ʲiːl̪ˠ,cɔn̪n̪əl̪l̪
coireanna,,ˈkɛɾʲənˠə,cɛɾʲən̪n̪ə
coisíocht,Connacht,ˈkɔʃiəxt,cɔsˠəkht̪
col,,kɔl̪ˠ,kɔl̪
colainn,Ulster; Connacht,ˈkɔlˠən̠ʲ,kɔl̪əən̠ʲ
colanna,,ˈkɔlˠən̪ˠə,kɔl̪ən̪n̪ə
colbha,Connacht,ˈkɔlˠəvˠ,kɔl̪bˠhə
collaíocht,,"ˈkɔl̪ˠiəxt, ˈkɔl̪ˠiːxt",kɔl̪l̪əəkht̪
comhartha,Mayo; Connacht,ˈkõhəɾˠuː,kɔmˠhəɾˠt̪hə
comhlach,Connacht,ˈkuːlˠəx,kɔmˠhl̪əx
conairt,Connacht,"ˈkʊnˠəɾˠtʲ, ˈkʊn̪ˠəɾˠtʲ",kɔn̪iɾʲt̪
conamar,Connacht,ˈkʊnˠəmˠəɾˠ,kɔn̪əmˠəɾˠ
consan,,"ˈkɔn̪ˠsˠənˠ, ˈkɔn̪ˠsˠən̪ˠ",kɔn̪sˠən̪
corpartha,,ˈkɔɾˠpˠəɾˠə,kɔɾˠpˠəɾˠt̪hə
corrán,Connacht,"ˈkɔɾˠɑːnˠ, ˈkɔɾˠɑːn̪ˠ",kɔɾˠɾˠən̪
costas,Munster; Connacht,ˈkɔsˠt̪ˠəsˠ,kɔsˠt̪əsˠ
cosán,Connacht,ˈkɔsˠɑːnˠ,kɔsˠən̪
cosúil,Ulster; Connacht,ˈkɔsˠuːlʲ,kɔsˠəl̪
craoibhe,,ˈkɾˠiːvʲə,kɾʲæibʲçi
creidfead,,ˈcɾʲɛtʲəd̪ˠ,kɾʲɛdʲfʲəd̪
creidmheach,Connacht,ˈcɾʲedʲvʲəx,kɾʲɛdʲmʲçəx
creidmheas,,ˈcɾʲɛdʲˌvʲasˠ,kɾʲɛdʲmʲçəsˠ
creig,,cɾʲɛɟ,kɾʲɛɟ
crithim,Munster; Connacht,ˈcɾʲɪhəmʲ,kɾʲɪtʲçimʲ
critice,,ˈcɾʲɪtʲɪcɪ,kɾʲɪtʲici
croch,Munster; Connacht,kɾˠɔx,kɾˠʊk
croisín,Connacht,ˈkɾˠɔʃiːnʲ,kɾʲɛʃən̪
crom,Connacht,kɾˠuːmˠ,kɾˠɔmˠ
cromaim,,"ˈkɾˠɔmˠəmʲ, ˈkɾˠɞmˠəmʲ",kɾˠɛmʲimʲ
crosta,,ˈkrˠɔs̪ˠt̪ˠə,kɾˠɔsˠt̪ə
crosán,Connacht,"ˈkɾˠɔsˠɑːnˠ, ˈkɾˠɔsˠɑːn̪ˠ",kɾˠɔsˠən̪
cruachan,,ˈkɾˠuəxən̪ˠ,kɾˠuakhən̪
cruachan,Ulster; also; Connacht,ˈkɾˠuəxənˠ,kɾˠuakhən̪
cruaim,Munster; Connacht,kɾˠuəmʲ,kɾʲuaimʲ
cruinneál,,ˈkɾˠɪn̠ʲɑːl̪ˠ,kɾˠɪn̪n̪əl̪
cruitchlár,,ˈkɾˠɪtʲˌxlˠɑːɾˠ,kɾˠɪtʲkhl̪əɾˠ
cruitireacht,Munster; Connacht,ˈkɾˠɪtʲəɾʲəxt̪ˠ,kɾˠɪtʲiɾʲəkht̪
cráin,Munster; Connacht,kɾˠɑːnʲ,kɾʲain̪
cuaird,,kuəɾˠdʲ,cuaiɾʲd̪
cuan,Ulster; Munster; Connacht,kuən̪ˠ,kuan̪
cuarach,Munster; Connacht,ˈkuəɾˠəx,kuaɾˠəx
cuid,,"kidʲ, kɪdʲ",kɪdʲ
cuisneoir,Connacht,ˈkɪʃnʲoːɾʲ,kɪʃn̪oːiɾʲ
culaith,Galway; Connacht,ˈkolˠə ~ ˈkɞlˠə,kɔl̪itʲ
culaith,Connacht,ˈkulˠ(h)ə,kɔl̪itʲ
cuma,Munster; Connacht,ˈkʊmˠə,kɔmˠə
cumas,,ˈkʊmˠəsˠ,kɔmˠəsˠ
cumha,,"kuə, kuː",kɔmˠhə
cá,Munster; Connacht,kɑː,kɑ
cábán,Connacht,"ˈkɑːbˠɑːnˠ, ˈkɑːbˠɑːn̪ˠ",kɑbˠən̪
cáinte,Connacht,ˈkɑːn̠ʲtʲə,caintʲi
cána,Connacht,ˈkɑːnˠə,kɑn̪ə
cárbh,,kaːɾˠvˠ,kɑɾˠəb
cás,,"kaːsˠ, kɑːsˠ",kɑsˠ
cé go,,ˈceːɡə,cɛ gɔ
