word,tags,ipa,results,match
léite,,"ˈl̠ʲeːtʲə, ˈl̠ʲei̯tʲə",ˈlʲeːtʲɪ,1.0
fadú,Connacht,ˈfˠad̪ˠuː,ˈfˠad̪ˠuː,1.0
creidim,Munster; Connacht,ˈcɾʲɛdʲəmʲ,ˈcɾʲɛdʲɪmʲ,1.0
breac,,bʲɾʲak,ˈbʲɾʲɑk,1.0
brata,,ˈbˠɾˠat̪ˠə,ˈbˠɾˠat̪ˠə,1.0
seinm,Munster; Connacht,ˈʃɛnʲəmʲ,ˈʃɛnʲimʲ,1.0
ngealach,Connacht,ˈɲalˠəx,ˈŋalˠəx,1.0
cloig,,klˠɪɟ,ˈklˠɛɟ,1.0
foclóir,Connacht,ˈfˠɔklˠoːɾʲ,ˈfˠʊklˠoːɾʲ,1.0
maslú,Cois-Fharraige; Ulster; Connacht,ˈmˠaːsˠl̪ˠuː,ˈmˠasˠlˠuː,1.0
stotha,,ˈst̪ˠɔhə,ˈsˠt̪ˠʊçə,0.8
ghnáth,Connacht,"ɣnˠɑː, ɣɾˠɑː",ˈɣɾˠɑː,1.0
daor,Ulster; Connacht,d̪ˠiːɾˠ,ˈd̪ˠiːɾˠ,1.0
chaoi,,xiː,ˈxiː,1.0
athair,,"ˈahæɾʲ, ˈahəɾˠ, ˈæhæɾʲ, ˈɛhəɾˠ",ˈaçɪɾʲ,0.75
iarthar,,ˈiəɾˠhəɾˠ,ˈiəɾˠçəɾˠ,0.83
ghlacann,,ˈɣlˠakən̪ˠ,ˈɣlˠakən̪ˠ,1.0
freisin,,ˈfʲɾʲɛʃənʲ,ˈfʲɾʲɛʃɪnʲ,1.0
spúnóg,Connacht,ˈsˠpˠuːnˠoːɡ,ˈsˠpˠuːnˠoːɡ,1.0
séipéal,Connacht,ˈʃeːpʲeːl̪ˠ,ˈʃeːpʲeːlˠ,1.0
bláthnaid,Munster; Connacht,ˈbˠl̪ˠɑːn̪ˠədʲ,ˈbˠlˠɑːçnˠɪdʲ,1.0
deisceabal,,ˈdʲɛʃcəbˠəlˠ,ˈdʲɛʃcɪbˠəlˠ,1.0
cosán,Connacht,ˈkɔsˠɑːnˠ,ˈkʊsˠɑːnˠ,1.0
bréagán,Connacht,ˈbʲɾʲeːɡɑːnˠ,ˈbʲɾʲeːɡɑːnˠ,1.0
móinteach,,ˈmˠoːnʲtʲəx,ˈmˠʊːnʲtʲəx,1.0
minicí,,ˈmʲɪnɪciː,ˈmʲɪnʲɪciː,1.0
sacsafón,,ˈsˠaksˠəfˠoːnˠ,ˈsˠaksˠəfˠəːnˠ,1.0
bhó,Connacht,woː,ˈwoː,1.0
feilim,,ˈfʲɛlʲəmʲ,ˈfʲɛlʲɪmʲ,1.0
canna,,"ˈkan̪ˠə, ˈkɑn̪ˠə",ˈkan̪ˠə,1.0
miosúir,Connacht,ˈmʲɪsˠuːɾʲ,ˈmʲɪsˠuːɾʲ,1.0
eolas,Connacht,ˈoːlˠəsˠ,ˈoːlˠəsˠ,1.0
i bhfeighil,,əˈvʲəilʲ,ɪ ˈvʲɛjɪlʲ,0.83
tochais,,ˈt̪ˠɔxəʃ,ˈt̪ˠʊxɪʃ,1.0
maor,Ulster; Connacht,mˠiːɾˠ,ˈmˠiːɾˠ,1.0
rúta,,ˈɾˠuːt̪ˠə,ˈɾˠuːt̪ˠə,1.0
chás,,"xaːsˠ, xɑːsˠ",ˈxɑːsˠ,1.0
féadachtáil,Connacht,ˈfʲeːd̪ˠəxt̪ˠɑːlʲ,ˈfʲeːd̪ˠəxt̪ˠɑːlʲ,1.0
téarma,,ˈtʲeːɾˠmˠə,ˈtʲeːɾˠmˠə,1.0
eascrach,,ˈasˠkɾˠəx,ˈasˠkɾˠəx,1.0
ding,,dʲɪɲ(ɟ),ˈdʲɪŋ,0.75
déanann,,"ˈdʲa(ː)nˠən̪ˠ, ˈdʲiːnˠən̪ˠ",ˈdʲeːnˠən̪ˠ,1.0
ngrian,,ɲɾʲiənˠ,ˈŋɾʲiənˠ,1.0
bhád,Connacht,wɑːd̪ˠ,ˈwɑːd̪ˠ,1.0
bruig,,bˠɾˠɪɟ,ˈbˠɾˠɪɟ,1.0
bansár,,ˈbˠanˠˌsˠɑːɾˠ,ˈbˠʊnˠsˠɑːɾˠ,1.0
sméar,Ulster; Connacht,sˠmʲeːɾˠ,ˈsˠmˠeːɾˠ,1.0
gasóg,Connacht,ˈɡasˠoːɡ,ˈɡasˠoːɡ,1.0
bagairt,,ˈbˠaɡəɾˠtʲ,ˈbˠaɡɪɾʲtʲ,1.0
tír,,tʲiːɾʲ,ˈtʲiːɾʲ,1.0
bhíonns,,vʲiːn̪ˠsˠ,ˈvʲiːn̪ˠsˠ,1.0
saoiste,,ˈsˠiːʃtʲə,ˈsˠiːʃtʲɪ,1.0
uinge,,"ˈɪɲɟɪ, ˈɪɲɪ",ˈɪŋə,1.0
críonna,Munster; Connacht,ˈcɾʲiːn̪ˠə,ˈcɾʲiːn̪ˠə,1.0
druidim,Munster; Connacht,ˈd̪ˠɾˠɪdʲəmʲ,ˈd̪ˠɾˠɪdʲɪmʲ,1.0
chiliméadar,Connacht,"ˈçɪlʲəmʲed̪ˠəɾˠ, ˈçɪlʲəmʲeːd̪ˠəɾˠ",ˈçɪlʲɪmʲeːdʲɪɾˠ,1.0
codlata,Munster; Connacht,ˈkɔl̪ˠət̪ˠə,ˈkʊd̪ˠlˠət̪ˠə,0.86
lastar,,ˈl̪ˠasˠt̪ˠəɾˠ,ˈlˠasˠt̪ˠəɾˠ,1.0
the,,hɛ,ˈhɛ,1.0
béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,ˈbʲeːɾˠlˠə,1.0
nuair,,"n̪ˠuəɾʲ, n̪ˠɔɾʲ, n̪ˠəɾʲ, n̪ˠɛɾʲ",ˈnˠʊɪɾʲ,1.0
-aí,,iː,ˈiː,1.0
simplí,Connacht,ˈʃɪmʲpʲlʲiː,ˈʃɪmʲpʲlʲiː,1.0
sochraid,Ulster; Connacht,ˈsˠɔxɾˠədʲ,ˈsˠʊxɾˠɪdʲ,1.0
gCeanada,,ˈɟanˠəd̪ˠə,ˈɟɑnˠəd̪ˠə,1.0
cise,,ˈcɪʃə,ˈcɪʃɪ,1.0
