word	got	expected	exact	lev	lev_norm	dolgo	dolgo_norm
dtarraingí	ˈd̪ˠaɾˠəŋi	ˈd̪ˠaɾˠn̠ʲi	false	3	72.73	0.1667	83.33
barúil	ˈbˠaɾˠulʲ	ˈbˠaɾˠulʲ	true	0	100.00	0.0000	100.00
bhlais	wlˠaʃ	wlˠæʃ	false	1	80.00	0.0000	100.00
líonfaidh	ˈl̠ʲiːn̪ˠhə	ˈl̠ʲiən̪ˠhə	false	1	90.91	0.1667	83.33
cosaint	ˈkʌsˠən̠ʲtʲ	ˈkʌsˠən̠ʲtʲ	true	0	100.00	0.0000	100.00
dorga	ˈd̪ˠɔɾˠəɡə	ˈd̪ˠɔɾˠəɡə	true	0	100.00	0.0000	100.00
aniar	əˈnʲiəɾˠ	əˈn̠ʲiəɾˠ	false	1	88.89	0.0000	100.00
dhímheas	ˈjiːvʲəsˠ	ˈjĩːvʲasˠ	false	2	77.78	0.4000	60.00
fosclóchaidh	ˈfˠʌsˠklˠaxə	ˈfˠasˠklˠaxi	false	2	83.33	0.1250	87.50
láithreach baill	ˌl̪ˠaːhɾʲax ˈbˠal̠ʲ	ˌl̪ˠæːɾʲahˈbˠɪlʲ	false	6	68.42	0.3000	70.00
glacaim	ˈɡlˠakəmˠ	ˈɡlˠakəmˠ	true	0	100.00	0.0000	100.00
Nás na Ríogh	n̪ˠasˠ n̪ˠə ˈɾʲiː	ˌn̪ˠaːsˠ n̪ˠə ˈɾˠiː	false	3	84.21	0.1250	87.50
ceilt	cɛl̠ʲtʲ	cɛl̠ʲtʲ	true	0	100.00	0.0000	100.00
Oíche Shamhna	ˌiːçə ˈhaun̪ˠə	ˌĩː ˈhãun̪ˠə	false	4	71.43	0.4444	55.56
francaigh	ˈfˠɾˠaŋki	ˈfˠɾˠaŋki	true	0	100.00	0.0000	100.00
teachín	ˈtʲaçinʲ	ˈtʲaxinʲ	false	1	87.50	0.0000	100.00
catán	ˈkat̪ˠanˠ	ˈkat̪ˠænˠ	false	1	88.89	0.0000	100.00
cruaidh	kɾˠuəj	kɾˠuəj	true	0	100.00	0.0000	100.00
cillín	ˈcɪlʲinʲ	ˈcɪlʲinʲ	true	0	100.00	0.0000	100.00
riamh	ɾˠiəw	ɾˠiəw	true	0	100.00	0.0000	100.00
geilt	ɟɛl̠ʲtʲ	ɟɛl̠ʲtʲ	true	0	100.00	0.0000	100.00
lóistín	ˈl̪ˠɔːʃtʲinʲ	ˈl̪ˠɔːʃtʲinʲ	true	0	100.00	0.0000	100.00
Pháras	ˈfˠæːɾˠəsˠ	ˈfˠæːɾˠəsˠ	true	0	100.00	0.0000	100.00
miotóg	ˈmʲɪt̪ˠɔɡ	ˈmʲɪt̪ˠaɡ	false	1	88.89	0.2000	80.00
feabhas	ˈfʲauəsˠ	fʲoːsˠ	false	4	50.00	0.6000	40.00
deirtear	ˈdʲɛɾʲtʲəɾˠ	ˈdʲɛɾʲtʲəɾˠ	true	0	100.00	0.0000	100.00
ainmneacha	ˈanʲəmʲnʲaxə	ˈanʲəmʲnʲaxə	true	0	100.00	0.0000	100.00
ciotóg	ˈcɪt̪ˠɔɡ	ˈcɨ̞t̪ˠaɡ	false	3	66.67	0.5000	50.00
comrádaí	ˈkʌmˠɾˠad̪ˠi	ˈkɾˠʌmˠɾˠɑːd̪ˠi	false	4	73.33	0.2500	75.00
d'altadh	ˈd̪ˠal̪ˠt̪ˠu	ˈd̪ˠal̪ˠt̪ˠu	true	0	100.00	0.0000	100.00
Niamh	n̠ʲiəw	n̠ʲiəw	true	0	100.00	0.0000	100.00
tilleadh	ˈtʲɪl̠ʲuː	ˈtʲil̠ʲuː	false	1	88.89	0.0000	100.00
brath	bˠɾˠa	bˠɾˠah	false	1	83.33	0.2500	75.00
ailt	al̠ʲtʲ	ɪl̠ʲtʲ	false	1	83.33	0.3333	66.67
caighdeán	ˈkəidʲanˠ	ˈkəidʲænˠ	false	1	88.89	0.0000	100.00
lon dubh	l̪ˠʌnˠ ˈd̪ˠau	ˈl̪ˠʌn̪ˠd̪ˠʊh	false	6	53.85	0.3333	66.67
grámhar	ˈɡɾˠaːwəɾˠ	ˈɡɾˠaːwəɾˠ	true	0	100.00	0.0000	100.00
gairid	ˈɡaɾʲədʲ	ˈɡɛɾʲədʲ	false	1	87.50	0.2000	80.00
gcasa	ˈɡasˠə	ˈɡasˠə	true	0	100.00	0.0000	100.00
tapa	ˈt̪ˠapˠə	ˈt̪ˠapˠə	true	0	100.00	0.0000	100.00
maithim	ˈmˠahəmˠ	ˈmˠaihiːmˠ	false	3	70.00	0.3333	66.67
breithimh	ˈbʲɾʲɛhəi	ˈbʲɾʲɛhi	false	1	88.89	0.1667	83.33
gnóthaím	ˈɡɾˠɔːhiːmʲ	ˈɡɾˠõːjəmˠ	false	5	54.55	0.5000	50.00
cineál	ˈcɪnʲalˠ	ˈcɨnʲalˠ	false	1	87.50	0.2000	80.00
tinneas	ˈtʲɪn̠ʲəsˠ	ˈtʲɪn̠ʲəsˠ	true	0	100.00	0.0000	100.00
spiorad	ˈsˠpʲɨ̞ɾˠəd̪ˠ	ˈsˠpʲɨ̞ɾˠəd̪ˠ	true	0	100.00	0.0000	100.00
Séamaisín	ˈʃeːmˠəʃinʲ	ˈʃeːmˠəʃinʲ	true	0	100.00	0.0000	100.00
uainín	ˈuənʲinʲ	ˈuənʲinʲ	true	0	100.00	0.0000	100.00
coicís	ˈkɛciʃ	ˈkɨkiːʃ	false	3	57.14	0.2000	80.00
blaoisce	ˈbˠlˠiːʃcɪ	ˈbˠlˠiːʃcɪ	true	0	100.00	0.0000	100.00
scamh	sˠku	sˠkaw	false	2	60.00	0.5000	50.00
in ainneoin	ɪnʲ ˈan̠ʲɔnʲ	əˈn̪ˠæn̠ʲænʲ	false	7	41.67	0.3333	66.67
Connachtach	ˈkʌn̪ˠaxt̪ˠax	ˈkʌn̪ˠaxt̪ˠax	true	0	100.00	0.0000	100.00
gábhadh	ˈɡaːwuː	ˈɡaːwuː	true	0	100.00	0.0000	100.00
cuarach	ˈkuəɾˠax	ˈkuəɾˠax	true	0	100.00	0.0000	100.00
buarach	ˈbˠuəɾˠax	ˈbˠiːɾˠax	false	2	77.78	0.3333	66.67
fágtha	ˈfˠaːkə	ˈfˠaːkə	true	0	100.00	0.0000	100.00
cnámhfhód	ˈkɾˠaːwɔd̪ˠ	ˈkɾˠãːvʲɔːd̪ˠ	false	4	69.23	0.3333	66.67
roinn	ɾˠən̠ʲ	ɾˠɨ̞n̠ʲ	false	2	71.43	0.5000	50.00
fhuil	ɪlʲ	ɪlʲ	true	0	100.00	0.0000	100.00
iontrálacha	ˈʊn̪ˠt̪ˠɾˠalˠaxə	ˈɪn̪ˠt̪ˠɾˠælˠaxə	false	2	87.50	0.1111	88.89
airigh	ˈaɾʲi	ˈaɾʲi	true	0	100.00	0.0000	100.00
láirig	ˈl̪ˠaːɾʲɪɟ	ˈl̪ˠaːɾʲic	false	2	80.00	0.2000	80.00
salú	ˈsˠal̪ˠu	ˈsˠal̪ˠu	true	0	100.00	0.0000	100.00
dtóireacha	ˈd̪ˠɔːɾʲaxə	ˈd̪ˠɔːɾʲahə	false	1	90.91	0.1667	83.33
cuntar	ˈkʊn̪ˠt̪ˠəɾˠ	ˈkʊn̪ˠt̪ˠəɾˠ	true	0	100.00	0.0000	100.00
práta	ˈpˠɾˠaːt̪ˠə	ˈpˠɾˠaːt̪ˠə	true	0	100.00	0.0000	100.00
tráta	ˈt̪ˠɾˠæːt̪ˠə	ˈt̪ˠɾˠæːt̪ˠə	true	0	100.00	0.0000	100.00
molt	mˠɔl̪ˠt̪ˠ	mˠɔl̪ˠt̪ˠ	true	0	100.00	0.0000	100.00
deich	dʲɛç	dʲɛç	true	0	100.00	0.0000	100.00
Laighean	ˈl̪ˠəinˠ	ˈl̪ˠəiənˠ	false	1	88.89	0.2000	80.00
cnocán	ˈkɾˠʌkanˠ	ˈkɾˠʌkɑːnˠ	false	2	80.00	0.1667	83.33
luch	l̪ˠʌx	l̪ˠʌx	true	0	100.00	0.0000	100.00
folaigh	ˈfˠʌlˠi	ˈfˠalˠi	false	1	85.71	0.0000	100.00
inneoir	ˈɪn̠ʲɔɾʲ	ˈin̠ʲæɾʲ	false	2	75.00	0.2500	75.00
bábóg	ˈbˠaːbˠɔɡ	ˈbˠabˠɔɡ	false	1	88.89	0.0000	100.00
leamh	ˈl̠ʲau	ˈl̠ʲãu	false	1	83.33	0.3333	66.67
sciurdadh	ˈʃcʌːɾˠd̪ˠu	ˈʃcɨ̞ɾˠd̪u	false	3	72.73	0.2857	71.43
meilleog	ˈmʲɛl̠ʲɔɡ	ˈmʲɛl̠ʲɔɡ	true	0	100.00	0.0000	100.00
muintir	ˈmˠɪn̠ʲtʲəɾʲ	ˈmˠɪn̠ʲtʲəɾʲ	true	0	100.00	0.0000	100.00
fhágfadh	ˈæːku	ˈæːku	true	0	100.00	0.0000	100.00
deil	dʲɛlʲ	dʲɛlʲ	true	0	100.00	0.0000	100.00
bláthmhar	ˈbˠlˠaːhwəɾˠ	ˈbˠlˠæːfˠəɾˠ	false	3	75.00	0.2857	71.43
bpáipéar	ˈbˠaːpʲeɾˠ	ˈbˠæːpʲeɾˠ	false	1	90.00	0.0000	100.00
i gceann	əˈɟan̪ˠ	əˈɟan̪ˠ	true	0	100.00	0.0000	100.00
turadh	ˈt̪ˠʌɾˠu	ˈt̪ˠʌɾˠu	true	0	100.00	0.0000	100.00
codladh gliúragáin	ˌkʌd̪ˠlˠə ˈɟlʲuɾˠəɡænʲ	ˌkʌl̪ˠə ˈɡlˠuːɾˠakænʲ	false	8	63.64	0.2143	78.57
faobhrach	ˈfˠiːwɾˠax	ˈfˠiːwɾˠax	true	0	100.00	0.0000	100.00
adamh	ˈad̪ˠuː	ˈæd̪ˠʊ	false	3	57.14	0.0000	100.00
gidh go	ˈɟəi ɡə	ˈɟiː ɡə	false	2	71.43	0.2000	80.00
seolaim	ˈʃɔːl̪ˠəmˠ	ˈʃɔːl̪ˠəmˠ	true	0	100.00	0.0000	100.00
dea-labhartha	ˈdʲaˌlˠauɾˠhə	ˈdʲeːlˠoːɾˠhə	false	4	69.23	0.4444	55.56
craobhach	ˈkɾˠiːwax	ˈkɾˠiːwax	true	0	100.00	0.0000	100.00
Ceatharlach	ˈcahəːɾˠl̪ˠax	ˈcahəɾˠl̪ˠax	false	1	92.31	0.1111	88.89
beirim	ˈbʲɛɾʲəmˠ	ˈbʲɛɾʲəmˠ	true	0	100.00	0.0000	100.00
díbríodh	ˈdʲiːbʲɾʲə	ˈdʲiːbʲɾʲiw	false	2	81.82	0.3333	66.67
bogha	ˈbˠaiə	bˠoː	false	4	33.33	0.7500	25.00
d'aithníodh	ˈd̪ˠahnʲə	ˈdˠahnʲiːw	false	4	60.00	0.3333	66.67
moch	mˠʌx	mˠʌx	true	0	100.00	0.0000	100.00
in éindí le	ɪnʲ ˈeːn̠ʲdʲi lʲɛ	ə ˈn̠ʲeːn̠ʲdʲi lʲə	false	7	61.11	0.2500	75.00
rabharta	ˈɾˠauɾˠt̪ˠə	ˈɾˠoːɾˠt̪ˠə	false	2	81.82	0.3333	66.67
Ceallach	ˈcal̪ˠah	ˈcal̪ˠah	true	0	100.00	0.0000	100.00
sáil	sˠælʲ	sˠaːlʲ	false	2	66.67	0.0000	100.00
casáin	ˈkasˠænʲ	ˈkasˠænʲ	true	0	100.00	0.0000	100.00
neartrach	ˈn̠ʲaɾˠt̪ˠɾˠax	ˈn̠ʲaɾˠt̪ˠɾˠax	true	0	100.00	0.0000	100.00
píb	pʲiːbʲ	pʲiəbˠ	false	2	66.67	0.2500	75.00
Spáinn	sˠpˠæːn̠ʲ	sˠpˠæːn̠ʲ	true	0	100.00	0.0000	100.00
peileadóir	ˈpʲɛlʲəd̪ˠɔɾʲ	ˈpʲɛlʲəd̪ˠɔɾʲ	true	0	100.00	0.0000	100.00
coláiste	ˈkʌlˠæʃtʲə	ˈkɔlˠæʃtʲə	false	1	90.00	0.1429	85.71
spliota	ˈsˠpʲlʲɨ̞t̪ˠə	ˈsˠpʲlʲɨ̞t̪ˠə	true	0	100.00	0.0000	100.00
éadroime	ˈeːd̪ˠɾˠəmʲə	ˈeːd̪ˠɾˠəmʲə	true	0	100.00	0.0000	100.00
aithreachas	ˈahɾʲəxəsˠ	ˈæhɾʲaxəsˠ	false	2	80.00	0.1429	85.71
toiligh	ˈt̪ˠɛlʲiː	ˈt̪ˠʌlʲi	false	2	77.78	0.2500	75.00
cuideog	ˈkɪdʲɔɡ	ˈkɪtʲaɡ	false	2	71.43	0.4000	60.00
leifteán	ˈl̠ʲɛfʲtʲanˠ	ˈl̠ʲɛfʲtʲanˠ	true	0	100.00	0.0000	100.00
fliuch	fʲlʲʌx	fʲlʲʌx	true	0	100.00	0.0000	100.00
plódaithe	ˈpˠlˠɔːd̪ˠɪhə	ˈpˠlˠɔːd̪ˠɪhə	true	0	100.00	0.0000	100.00
Méabh	mʲew	mʲeːwə	false	2	66.67	0.2500	75.00
cráite	ˈkɾˠaːtʲə	ˈkɾˠaːtʲə	true	0	100.00	0.0000	100.00
loiteach	ˈl̪ˠɪtʲax	ˈl̪ˠɔtʲax	false	1	88.89	0.2000	80.00
fulaingeochaidh	ˈfˠʌlˠəŋaxə	ˈfˠɪl̠ʲn̠ʲaxə	false	6	53.85	0.2500	75.00
léanmhar	ˈl̠ʲeːn̪ˠwəɾˠ	ˈl̠ʲeːn̪ˠuɾˠ	false	2	84.62	0.3333	66.67
rógaire	ˈɾˠɔːɡəɾʲə	ˈɾˠɔːɡəɾʲə	true	0	100.00	0.0000	100.00
madadh	ˈmˠad̪ˠuː	ˈmˠad̪ˠuː	true	0	100.00	0.0000	100.00
